Best Rhythm & Blues Song,b"Ain't No Sunshine","b'Bill Withers, songwriter (Bill Withers)'"
Best Soul Gospel Performance,b'Put Your Hand In The Hand Of The Man From Galilee',b'Shirley Caesar'
"Best Country Vocal Performance, Female",b'Help Me Make It Through The Night',b'Sammi Smith'
"Best Country Vocal Performance, Male","b""When You're Hot, You're Hot""",b'Jerry Reed'
Best Country Vocal Performance By A Duo Or Group,b'After The Fire Is Gone',b'Conway Twitty & Loretta Lynn'
Best Country Instrumental Performance,b'Snowbird',b'Chet Atkins'
Best Country Song,b'Help Me Make It Through The Night',"b'Kris Kristofferson, songwriter (Sammi Smith)'"
Best Sacred Performance,b'Did You Think To Pray',b'Charley Pride'
Best Gospel Performance (Other Than Soul Gospel),b'Let Me Live',b'Charley Pride'
Best Ethnic Or Traditional Recording,b'They Call Me Muddy Waters',b'Muddy Waters'
Best Instrumental Composition,b"Theme From Summer Of '42",b'Michel Legrand'
Best Original Score Written For A Motion Picture Or A Television Special,b'Shaft',b'Isaac Hayes'
Best Score From An Original Cast Show Album,b'Godspell',b'Original Cast'
Best Recording For Children,b'Bill Cosby Talks To Kids About Drugs',b'Bill Cosby'
Best Comedy Recording,b'This Is A Recording',b'Lily Tomlin'
Best Spoken Word Recording,b'Desiderata',b'Les Crane'
Best Jazz Performance By A Soloist,b'The Bill Evans Album',b'(Bill Evans Trio)'
Best Jazz Performance By A Group,b'The Bill Evans Album',b'Bill Evans Trio'
Best Jazz Performance By A Big Band,b'New Orleans Suite',b'Duke Ellington'
"Album Of The Year, Classical",b'Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)',"b'Vladimir Horowitz, piano'"
Best Classical Performance - Orchestra,b'Mahler: Symphony No. 1 In D',"b'Carlo Maria Giulini, conductor'"
Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),b'Villa-Lobos: Concerto For Guitar',"b'Julian Bream, guitar'"
Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),b'Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)',"b'Vladimir Horowitz, piano'"
Best Chamber Music Performance,b'Debussy: Quartet In G Minor/Ravel: Quartet In F',b'The Juilliard String Quartet'
Best Opera Recording,b'Verdi: Aida',"b'Erich Leinsdorf, conductor'"
Best Classical Vocal Soloist Performance,b'Leontyne Price Sings Robert Schumann',"b'Leontyne Price, soprano'"
Best Choral Performance - Classical,b'Berlioz: Requiem',"b'Colin Davis, conductor'"
"Best Engineered Recording, Classical",b'Berlioz: Requiem',"b'Colin Davis, conductor'"
Record Of The Year,b'The First Time Ever I Saw Your Face',b'Roberta Flack'
Album Of The Year,b'The Concert For Bangla Desh',"b'George Harrison, Ravi Shankar, Bob Dylan, Leon Russell, Ringo Starr, Billy Preston, Eric Clapton & Klaus Voormann'"
Song Of The Year,b'The First Time Ever I Saw Your Face',"b'Ewan MacColl, songwriter (Roberta Flack)'"
Best New Artist Of The Year,b'America',b'America'
Best Instrumental Arrangement,b'Theme From The French Connection',b'Don Ellis Big Band'
Best Arrangement Accompanying Vocalist(s),b'What Are You Doing The Rest Of Your Life?',b'Sarah Vaughan'
Best Engineered Recording - Non-Classical,b'Moods',b'Neil Diamond'
Best Album Cover,b'The Siegel-Schwall Band',b'Siegel-Schwall Band'
Best Album Notes,b"Tom T. Hall's Greatest Hits",b'Tom T. Hall'
Best Album Notes (Classical),b'Vaughan Williams: Symphony No. 2 (A London Symphony)',"b'Andre Previn, conductor'"
Best Jazz Performance By A Soloist,b'Alone At Last',b'Gary Burton'
Best Jazz Performance By A Group,b'First Light',b'Freddie Hubbard'
Best Jazz Performance By A Big Band,b'Toga Brava Suite',b'Duke Ellington'
"Best Pop Vocal Performance, Female",b'I Am Woman',b'Helen Reddy'
"Best Pop Vocal Performance, Male",b'Without You',b'Harry Nilsson'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'Where Is The Love',b'Donny Hathaway & Roberta Flack'
Best Pop Instrumental Performance By An Instrumental Performer,b'Outa-Space',b'Billy Preston'
"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",b'Black Moses',b'Isaac Hayes'
"Best R&B Vocal Performance, Female","b'Young, Gifted And Black'",b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b'Me And Mrs. Jones',b'Billy Paul'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b"Papa Was A Rollin' Stone",b'The Temptations'
Best R&B Instrumental Performance,b"Papa Was A Rollin' Stone",b'The Temptations & Paul Riser'
Best Rhythm & Blues Song,b"Papa Was A Rollin' Stone","b'Barrett Strong & Norman Whitfield, songwriters (The Temptations)'"
Best Soul Gospel Performance,b'Amazing Grace',b'Aretha Franklin'
"Best Country Vocal Performance, Female",b'Happiest Girl In The Whole USA',b'Donna Fargo'
"Best Country Vocal Performance, Male",b'Charley Pride Sings Heart Songs',b'Charley Pride'
Best Country Vocal Performance By A Duo Or Group,b"Class Of '57",b'The Statler Brothers'
Best Country Instrumental Performance,b'Charlie McCoy/The Real McCoy',b'Charlie McCoy'
Best Country Song,b"Kiss An Angel Good Mornin'","b'Ben Peters, songwriter (Charley Pride)'"
Best Inspirational Performance,b'He Touched Me',b'Elvis Presley'
Best Gospel Performance (Other Than Soul Gospel),b'L-O-V-E',b'Blackwood Brothers'
Best Ethnic Or Traditional Recording (Including Traditional Blues),b'The London Muddy Waters Session',b'Muddy Waters'
Best Recording For Children,b'The Electric Company',b'Rita Moreno & Bill Cosby'
Best Comedy Recording,b'FM And AM',b'George Carlin'
Best Spoken Word Recording,b'Lenny',b'(Original Cast)'
Best Instrumental Composition,b"Brian's Song",b'Michel Legrand'
Best Original Score Written For A Motion Picture Or A Television Special,b'The Godfather',b'Nino Rota'
Best Score From An Original Cast Show Album,"b""Don't Bother Me, I Can't Cope""","b'Alex Bradford, Hope Clarke, Bobby Hill'"
Best Classical Album,b'Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)',"b'Georg Solti, conductor'"
Best Classical Performance - Orchestra,b'Mahler: Symphony No. 7 In E Minor',"b'Georg Solti, conductor'"
Best Opera Recording,b'Berlioz: Benvenuto Cellini',"b'Colin Davis, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)',"b'Georg Solti, conductor (Various Artists)'"
Best Chamber Music Performance,"b'Julian And John (Works By Lawes, Carulli, Albeniz, Granados)'","b'John Christopher Williams, Julian Bream, guitars'"
Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),b'Brahms: Piano Concerto No. 2 In B Flat',"b'Artur Rubinstein, piano'"
Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),b'Horowitz Plays Chopin',"b'Vladimir Horowitz, piano'"
Best Classical Vocal Soloist Performance,b'Brahms: Die Schone Magelone',"b'Dietrich Fischer-Dieskau, baritone'"
Best Engineered Recording (Classical),b'Mahler: Symphony No. 8 (Symphony Of A Thousand)',"b'Georg Solti, conductor'"
Record Of The Year,b'Killing Me Softly With His Song',b'Roberta Flack'
Album Of The Year,b'Innervisions',b'Stevie Wonder'
Song Of The Year,b'Killing Me Softly With His Song',"b'Charles Fox & Norman Gimbel, songwriters (Roberta Flack)'"
Best New Artist,b'Bette Midler',b'Bette Midler'
Best Instrumental Arrangement,b'Summer In The City',b'Quincy Jones'
Best Arrangement Accompanying Vocalist(s),b'Live And Let Die',b'Paul McCartney & Wings'
Best Engineered Recording - Non-Classical,b'Innervisions',b'Stevie Wonder'
Best Album Package,b'Tommy',b'London Symphony Orchestra/Chamber Choir'
Best Album Notes,b'God Is In The House',b'Art Tatum'
Best Album Notes - Classical,b'Hindemith: Sonatas For Piano',"b'Glenn Gould, piano'"
Best Jazz Performance By A Soloist,b'God Is In The House',b'Art Tatum'
Best Jazz Performance By A Group,b'Supersax Plays Bird',b'Supersax'
Best Jazz Performance By A Big Band,b'Giant Steps',b'Woody Herman'
"Best Pop Vocal Performance, Female",b'Killing Me Softly With His Song',b'Roberta Flack'
"Best Pop Vocal Performance, Male",b'You Are The Sunshine Of My Life',b'Stevie Wonder'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'Neither One Of Us (Wants To Be The First To Say Goodbye)',b'Gladys Knight & The Pips'
Best Pop Instrumental Performance,b'Also Sprach Zarathustra (2001)',b'Eumir Deodato'
"Best R&B Vocal Performance, Female",b'Master Of Eyes',b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b'Superstition',b'Stevie Wonder'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b'Midnight Train To Georgia',b'Gladys Knight & The Pips'
Best R&B Instrumental Performance,b'Hang On Sloopy',b'Ramsey Lewis'
Best Rhythm & Blues Song,b'Superstition',"b'Stevie Wonder, songwriter (Stevie Wonder)'"
Best Soul Gospel Performance,b'Loves Me Like A Rock',b'Dixie Hummingbirds'
"Best Country Vocal Performance, Female",b'Let Me Be There',b'Olivia Newton-John'
"Best Country Vocal Performance, Male",b'Behind Closed Doors',b'Charlie Rich'
Best Country Vocal Performance By A Duo Or Group,b'From The Bottle To The Bottom',b'Kris Kristofferson & Rita Coolidge'
Best Country Instrumental Performance,b'Dueling Banjos',b'Steve Mandell & Eric Weissberg'
Best Country Song,b'Behind Closed Doors',"b""Kenny O'Dell, songwriter (Charlie Rich)"""
Best Inspirational Performance,b"Let's Just Praise The Lord",b'The Bill Gaither Trio'
Best Gospel Performance (Other Than Soul Gospel),b'Release Me (From My Sin)',b'Blackwood Brothers'
Best Ethnic Or Traditional Recording (Including Traditional Blues),b'Then And Now',b'Doc Watson'
Best Recording For Children,b'Sesame Street Live',b'(Sesame Street Cast)'
Best Comedy Recording,b'Los Cochinos',b'Cheech & Chong'
Best Spoken Word Recording,b'Jonathan Livingston Seagull',b'Richard Harris'
Best Instrumental Composition,b'Last Tango In Paris',b'Chuck Mangione and also Herb Alpert'
Album Of Best Original Score Written For A Motion Picture Or A Television Special,b'Jonathan Livingston Seagull',b'Neil Diamond'
Best Score From The Original Cast Show Album,b'A Little Night Music',"b'Glynis Johns,Len Cariou,Hermoine Gingold,Victoria  Mallory, Patricia Elliott, Teri Ralston'"
"Album Of The Year, Classical",b'Bart\xc3\xb3k: Concerto For Orchestra',"b'Pierre Boulez, conductor'"
Best Classical Performance - Orchestra,b'Bart\xc3\xb3k: Concerto For Orchestra',"b'Pierre Boulez, conductor'"
Best Opera Recording,b'Bizet: Carmen',"b'Leonard Bernstein, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b"Walton: Belshazzer's Feast","b'Andr\xc3\xa9 Previn, conductor; Arthur Oldham, choral director'"
Best Chamber Music Performance,b'Joplin: The Red Back Book',"b'Gunther Schuller, conductor'"
Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),b'Beethoven: Concerti (5) For Piano And Orchestra',"b'Vladimir Ashkenazy, piano'"
Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),b'Scriabin: Horowitz Plays Scriabin',b'Vladimir Horowitz'
Best Classical Vocal Soloist Performance,b'Puccini: Heroines',"b'Leontyne Price, soprano'"
Best Engineered Recording - Classical,b'Bart\xc3\xb3k: Concerto For Orchestra',"b'Pierre Boulez, conductor'"
Record Of The Year,b'I Honestly Love You',b'Olivia Newton-John'
Album Of The Year,b"Fulfillingness' First Finale",b'Stevie Wonder'
Song Of The Year,b'The Way We Were',"b'Alan Bergman, Marilyn Bergman & Marvin Hamlisch, songwriters (Barbra Streisand)'"
Best New Artist Of The Year,b'Marvin Hamlisch',b'Marvin Hamlisch'
Best Instrumental Arrangement,b'Threshold',b'Pat Williams'
Best Arrangement Accompanying Vocalists,b'Down To You',b'Joni Mitchell'
Best Engineered Recording - Non-Classical,b'Band On The Run',b'Paul McCartney\xc2\xa0& Wings'
Best Album Package,b'Come And Gone',b'Mason Proffit'
Best Album Notes,b'For The Last Time',b'Bob Wills & His Texas Playboys'
Best Album Notes - Classical,b'Korngold: The Classic Erich Wolfgang Korngold',b'Hoelscher/Mattes'
Best Producer Of The Year,b'Thom Bell',b'Thom Bell'
Best Jazz Performance By A Soloist,b'First Recordings!',b'Charlie Parker'
Best Jazz Performance By A Group,b'The Trio',"b'Joe Pass, Oscar Peterson & Niels Pedersen'"
Best Jazz Performance By A Big Band,b'Thundering Herd',b'Woody Herman'
"Best Pop Vocal Performance, Female",b'I Honestly Love You',b'Olivia Newton-John'
"Best Pop Vocal Performance, Male",b"Fulfillingness' First Finale",b'Stevie Wonder'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'Band On The Run',b'Paul McCartney & Wings'
Best Pop Instrumental Performance,b'The Entertainer',b'Marvin Hamlisch'
"Best R&B Vocal Performance, Female",b"Ain't Nothing Like The Real Thing",b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b'Boogie On Reggae Woman',b'Stevie Wonder'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b'Tell Me Something Good',b'Rufus'
Best R&B Instrumental Performance,b'The Sound Of Philadelphia',b'MFSB'
Best Rhythm & Blues Song,b'Living For The City',"b'Stevie Wonder, songwriter (Stevie Wonder)'"
Best Soul Gospel Performance,b'In The Ghetto',b'James Cleveland & The Southern California Community Choir'
"Best Country Vocal Performance, Female",b'Love Song',b'Anne Murray'
"Best Country Vocal Performance, Male",b"Please Don't Tell Me How The Story Ends",b'Ronnie Milsap'
Best Country Vocal Performance By A Duo Or Group,b'Fairytale',b'The Pointer Sisters'
Best Country Instrumental Performance,b'The Atkins-Travis Traveling Show',b'Chet Atkins & Merle Travis'
Best Country Song,b'A Very Special Love Song',"b'Billy Sherrill & Norris Wilson, songwriters (Charlie Rich)'"
Best Inspirational Performance (Non-Classical),b'How Great Thou Art',b'Elvis Presley'
Best Gospel Performance (Other Than Soul Gospel),b'The Baptism Of Jesse Taylor',b'The Oak Ridge Boys'
Best Ethnic Or Traditional Recording,b'Two Days In November',b'Merle Watson & Doc Watson'
Best Recording For Children,b'Winnie The Pooh And Tigger Too',"b'Sterling Holloway, Sebastian Cabot & Paul Winchell'"
Best Comedy Recording,b"That Nigger's Crazy",b'Richard Pryor'
Best Spoken Word Recording,b'Good Evening',b'Dudley Moore & Peter Cook'
Best Instrumental Composition,b'Tubular Bells - Theme From The Exorcist',b'Mike Oldfield'
Album Of Best Original Score Written For A Motion Picture Or A Television Special,b'The Way We Were',b'Barbra Streisand'
Best Score From The Original Cast Show Album,b'Raisin',"b'Virginia Capers, Joe Morton, Ernestine Jackson, Robert Jackson, Deborah Allen, Helen Martin'"
"Album Of The Year, Classical",b'Berlioz: Symphonie Fantastique',"b'Georg Solti, conductor'"
Best Classical Performance - Orchestra,b'Berlioz: Symphonie Fantastique',"b'Georg Solti, conductor'"
Best Opera Recording,b'Puccini: La Boheme',"b'Georg Solti, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Berlioz: The Damnation Of Faust',"b'Colin Davis, conductor'"
Best Chamber Music Performance,b'Brahms: Trios (Complete)/Schumann: Trio No. 1 In D Minor',"b'Artur Rubinstein, piano; Henryk Szeryng, violin; Pierre Fournier, cello'"
Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),b'Shostakovich: Violin Concerto No. 1',"b'David Oistrakh, violin'"
Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),b'Albeniz: Iberia',"b'Alicia De Larrocha, piano'"
Best Classical Vocal Soloist Performance,b'Leontyne Price Sings Richard Strauss',b'Leontyne Price'
Best Engineered Recording - Classical,b'Berlioz: Symphonie Fantastique',"b'Georg Solti, conductor'"
Record Of The Year,b'Love Will Keep Us Together',b'Captain & Tennille'
Album Of The Year,b'Still Crazy After All These Years',b'Paul Simon'
Song Of The Year,b'Send In The Clowns',"b'Stephen Sondheim, songwriter (Judy Collins)'"
Best New Artist Of The Year,b'Natalie Cole',b'Natalie Cole'
Best Instrumental Arrangement,b'The Rockford Files',b'Mike Post'
Best Arrangement Accompanying Vocalist(s),b'Misty',b'Ray Stevens'
Best Engineered Recording - Non-Classical,b'Between The Lines',b'Janis Ian'
Best Album Package,b'Honey',b'Ohio Players'
Best Album Notes,b'Blood On The Tracks',b'Bob Dylan'
"Best Album Notes, Classical",b'Footlifters',b'Gunther Schuller'
Best Producer Of The Year,b'Arif Mardin',b'Arif Mardin'
Best Jazz Performance By A Soloist,b'Oscar Peterson And Dizzy Gillespie',b'Dizzy Gillespie'
Best Jazz Performance By A Group,b'No Mystery',b'Chick Corea\xc2\xa0& Return To Forever'
Best Jazz Performance By A Big Band,b'Images',b'Michel Legrand & Phil Woods'
"Best Pop Vocal Performance, Female",b'At Seventeen',b'Janis Ian'
"Best Pop Vocal Performance, Male",b'Still Crazy After All These Years',b'Paul Simon'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b"Lyin' Eyes",b'Eagles'
Best Pop Instrumental Performance,b'The Hustle',b'Van McCoy'
"Best R&B Vocal Performance, Female",b'This Will Be',b'Natalie Cole'
"Best R&B Vocal Performance, Male",b'Living For The City',b'Ray Charles'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b'Shining Star',"b'Earth, Wind & Fire'"
Best R&B Instrumental Performance,"b'Fly, Robin, Fly'",b'Silver Convention'
Best Rhythm & Blues Song,b'Where Is The Love',"b'Betty Wright, Harry Wayne Casey, Richard Finch & Willie Clarke, songwriters (Betty Wright)'"
Best Soul Gospel Performance,b'Take Me Back',b'Andrae Crouch & The Disciples'
"Best Country Vocal Performance, Female",b"I Can't Help It (If I'm Still In Love With You)",b'Linda Ronstadt'
"Best Country Vocal Performance, Male",b'Blue Eyes Crying In The Rain',b'Willie Nelson'
Best Country Vocal Performance By A Duo Or Group,b'Lover Please',b'Kris Kristofferson & Rita Coolidge'
Best Country Instrumental Performance,b'The Entertainer',b'Chet Atkins'
Best Country Song,b"(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","b'Chips Moman & Larry Butler, songwriters (B.J. Thomas)'"
Best Inspirational Performance,"b'Jesus, We Just Want To Thank You'",b'The Bill Gaither Trio'
Best Gospel Performance (Other Than Soul Gospel),b'No Shortage',b'The Imperials'
Best Ethnic Or Traditional Recording,b'The Muddy Waters Woodstock Album',b'Muddy Waters'
Best Latin Recording,b'Sun Of Latin Music',b'Eddie Palmieri'
Best Recording For Children,b'The Little Prince',b'Richard Burton'
Best Comedy Recording,b'Is It Something I Said?',b'Richard Pryor'
Best Spoken Word Recording,b"Give 'Em Hell Harry",b'James Whitmore'
Best Instrumental Composition,b'Images',b'Michel Legrand & Phil Woods'
Album Of Best Original Score Written For A Motion Picture Or A Television Special,b'Jaws',b'John Williams'
Best Cast Show Album,b'The Wiz',"b'Stephanie Mills, Dee Dee Bridgewater'"
"Album Of The Year, Classical",b'Beethoven: Symphonies (9) Complete',"b'Georg Solti, conductor'"
Best Classical Performance - Orchestra,b'Ravel: Daphnis Et Chloe (Complete Ballet)',"b'Pierre Boulez, conductor'"
Best Opera Recording,b'Mozart: Cosi Fan Tutte',"b'Colin Davis, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Orff: Carmina Burana',"b'Michael Tilson Thomas, conductor; Robert Page, choral director'"
Best Chamber Music Performance,"b'Schubert: Trios Nos. 1 In B Flat, Op. 99 And 2 In E Flat, Op. 100 (Piano Trios)'","b'Pierre Fournier, cello; Artur Rubinstein, piano; Henryk Szeryng, violin'"
Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),b'Ravel: Concerto For Left Hand And Concerto For Piano In G/Faure: Fantaisie For Piano And Orchestra',"b'Alicia De Larrocha, piano'"
Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),b'Bach: Sonatas And Partitas For Violin Unaccompanied',"b'Nathan Milstein, violin'"
Best Classical Vocal Soloist Performance,b'Mahler: Kindertotenlieder',b'Janet Baker'
"Best Engineered Recording, Classical",b'Ravel: Daphnis Et Chloe (Complete Ballet)',"b'Pierre Boulez, conductor'"
Record Of The Year,b'This Masquerade',b'George Benson'
Album Of The Year,b'Songs In The Key Of Life',b'Stevie Wonder'
Song Of The Year,b'I Write The Songs',"b'Bruce Johnston, songwriter (Barry Manilow)'"
Best New Artist Of The Year,b'Starland Vocal Band',b'Starland Vocal Band'
Best Instrumental Arrangement,b"Leprechaun's Dream",b'Chick Corea'
Best Arrangement Accompanying Vocalist(s),b'If You Leave Me Now',b'Chicago'
"Best Arrangement For Voices (Duo, Group Or Chorus)",b'Afternoon Delight',b'Starland Vocal Band'
Best Engineered Recording - Non-Classical,b"Breezin'",b'George Benson'
Best Album Package,b'Chicago X',b'Chicago'
Best Album Notes,b'The Changing Face Of Harlem - The Savoy Sessions',b'Various Artists'
Best Producer Of The Year,b'Stevie Wonder',b'Stevie Wonder'
Best Jazz Vocal Performance,b'Fitzgerald And Pass...Again',b'Ella Fitzgerald'
Best Jazz Performance By A Soloist (Instrumental),b'Basie And Zoot',b'Count Basie'
Best Jazz Performance By A Group,b'The Leprechaun',b'Chick Corea'
Best Jazz Performance By A Big Band,b'The Ellington Suites',b'Duke Ellington'
"Best Pop Vocal Performance, Female",b'Hasten Down The Wind',b'Linda Ronstadt'
"Best Pop Vocal Performance, Male",b'Songs In The Key Of Life',b'Stevie Wonder'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'If You Leave Me Now',b'Chicago'
Best Pop Instrumental Performance,b"Breezin'",b'George Benson'
"Best R&B Vocal Performance, Female",b"Sophisticated Lady (She's A Different Lady)",b'Natalie Cole'
"Best R&B Vocal Performance, Male",b'I Wish',b'Stevie Wonder'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b"You Don't Have To Be A Star (To Be In My Show)","b'Marilyn McCoo & Billy Davis, Jr.'"
Best R&B Instrumental Performance,b'Theme From Good King Bad',b'George Benson'
Best Rhythm & Blues Song,b'Lowdown',"b'Boz Scaggs & David Paich, songwriters (Boz Scaggs)'"
Best Soul Gospel Performance,b'How I Got Over',b'Mahalia Jackson'
"Best Country Vocal Performance, Female",b'Elite Hotel',b'Emmylou Harris'
"Best Country Vocal Performance, Male",b"(I'm A) Stand By My Woman Man",b'Ronnie Milsap'
Best Country Vocal Performance By A Duo Or Group,b'The End Is Not In Sight (The Cowboy Tune)',b'Amazing Rhythm Aces'
Best Country Instrumental Performance,b'Chester And Lester',b'Chet Atkins & Les Paul'
Best Country Song,b'Broken Lady',"b'Larry Gatlin, songwriter (Larry Gatlin)'"
Best Inspirational Performance,"b'The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton'",b'Gary S. Paxton'
Best Gospel Performance (Other Than Soul Gospel),b'Where The Soul Never Dies',b'The Oak Ridge Boys'
Best Ethnic Or Traditional Recording,b'Mark Twang',b'John Hartford'
Best Latin Recording,b'Unfinished Masterpiece',b'Eddie Palmieri'
Best Recording For Children,b'Prokofiev: Peter And The Wolf/Saint-Saens: Carnival Of The Animals',b'Karl Bohm & Hermione Gingold'
Best Comedy Recording,b'Bicentennial Nigger',b'Richard Pryor'
Best Spoken Word Recording,b'Great American Documents',"b'Helen Hayes, Orson Welles, Henry Fonda & James Earl Jones'"
Best Instrumental Composition,b'Bellavia',b'Chuck Mangione'
Album Of Best Original Score Written For A Motion Picture Or Television Special,b'Car Wash',b'Various Artists'
Best Cast Show Album,b'Bubbling Brown Sugar',b'Original Broadway Cast'
Classical Album Of The Year,b'Beethoven: The Five Piano Concertos',"b'Artur Rubinstein, piano; Daniel Barenboim, conductor'"
Best Classical Orchestral Performance,b'Strauss: Also Sprach Zarathustra',"b'Georg Solti, conductor'"
Best Opera Recording,b'Gershwin: Porgy And Bess',"b'Lorin Maazel, conductor'"
Best Choral Performance (Other Than Opera),b'Rachmaninoff: The Bells',"b'Andr\xc3\xa9 Previn, conductor; Arthur Oldham, choral director'"
Best Chamber Music Performance,b'The Art Of Courtly Love',"b'David Munrow, conductor'"
"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",b'Beethoven: The Five Piano Concertos',"b'Artur Rubinstein, piano'"
"Best Classical Performance, Instrumental Soloist Or Soloists (Without Orchestra)",b'Horowitz Concerts 1975/76',"b'Vladimir Horowitz, piano'"
Best Classical Vocal Soloist Performance,b'Herbert: Music Of Victor Herbert',"b'Beverly Sills, soprano'"
"Best Engineered Recording, Classical",b'Gershwin: Rhapsody In Blue',b'George Gershwin 1925 Piano Roll; Michael Tilson Thomas cond. Columbia Jazz Band'
Record Of The Year,b'Hotel California',b'Eagles'
Album Of The Year,b'Rumours',b'Fleetwood Mac'
Song Of The Year,b'Love Theme From A Star Is Born (Evergreen)',b'Barbra Streisand'
Best New Artist Of The Year,b'Debby Boone',b'Debby Boone'
Best Instrumental Arrangement,b"Nadia's Theme (The Young And The Restless)",b'Barry De Vorzon'
Best Arrangement Accompanying Vocalist(s),b'Love Theme From A Star Is Born (Evergreen)',b'Barbra Streisand'
Best Arrangement For Voices,b'New Kid In Town',b'Eagles'
Best Engineered Recording - Non-Classical,b'Aja',b'Steely Dan'
Best Album Package,b'Simple Dreams',b'Linda Ronstadt'
Best Album Notes,b'Bing Crosby - A Legendary Performer',b'Bing Crosby'
Producer Of The Year,b'Peter Asher',b'Peter Asher'
Best Jazz Vocal Performance,b'Look To The Rainbow',b'Al Jarreau'
Best Jazz Performance By A Soloist,b'The Giants',b'Oscar Peterson'
Best Jazz Performance By A Group,b'The Phil Woods Six - Live From The Showboat',b'Phil Woods'
Best Jazz Performance By A Big Band,b'Prime Time',b'Count Basie'
"Best Pop Vocal Performance, Female",b'Love Theme From A Star Is Born (Evergreen)',b'Barbra Streisand'
"Best Pop Vocal Performance, Male",b'Handy Man',b'James Taylor'
Best Pop Vocal Performance By A Group,b'How Deep Is Your Love',b'Bee Gees'
Best Pop Instrumental Recording,b'Star Wars',b'John Williams'
"Best R&B Vocal Performance, Female",b"Don't Leave Me This Way",b'Thelma Houston'
"Best R&B Vocal Performance, Male",b'Unmistakably Lou',b'Lou Rawls'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b'Best Of My Love',b'Emotions'
Best R&B Instrumental Performance,b'Q',b'Brothers Johnson'
Best Rhythm & Blues Song,b'You Make Me Feel Like Dancing',"b'Leo Sayer & Vini Poncia, songwriters (Leo Sayer)'"
"Best Gospel Performance, Contemporary Or Insprirational",b'Sail On',b'The Imperials'
"Best Gospel Performance, Traditional",b'Just A Little Talk With Jesus',b'The Oak Ridge Boys'
"Best Soul Gospel Performance, Contemporary",b'Wonderful!',b'Edwin Hawkins & The Edwin Hawkins Singers'
"Best Soul Gospel Performance, Traditional",b'James Cleveland Live At Carnegie Hall',b'James Cleveland'
Best Inspirational Performance,b'Home Where I Belong',b'B.J. Thomas'
"Best Country Vocal Performance, Female",b"Don't It Make My Brown Eyes Blue",b'Crystal Gayle'
"Best Country Vocal Performance, Male",b'Lucille',b'Kenny Rogers'
Best Country Vocal Performance By A Duo Or Group,b"Heaven's Just A Sin Away",b'The Kendalls'
Best Country Instrumental Performance,b'Country Instrumentalist Of The Year',b'Hargus "Pig" Robbins'
Best Country Song,b"Don't It Make My Brown Eyes Blue","b'Richard Leigh, songwriter (Crystal Gayle)'"
Best Ethnic Or Traditional Recording,b'Hard Again',b'Muddy Waters'
Best Latin Recording,b'Dawn',b'Mongo Santamaria'
Best Recording For Children,b"Aren't You Glad You're You",b'(Various Artists)'
Best Comedy Recording,b"Let's Get Small",b'Steve Martin'
Best Spoken Word Recording,b'The Belle Of Amherst',b'Julie Harris'
Best Instrumental Composition,b'Star Wars - Main Title',b'John Williams'
Best Original Score Written For A Motion Picture Or A Television Special,b'Star Wars',b'John Williams'
Best Cast Show Album,b'Annie',"b'Andrea McCardle, Dorothy Loudon'"
