Best Pop Performance By A Duo Or Group With Vocal,b'Let Her Cry',b'Hootie & The Blowfish'
Best Pop Collaboration With Vocals,b'Have I Told You Lately That I Love You?',b'The Chieftains & Van Morrison'
Best Pop Instrumental Performance,b'Mariachi Suite',b'Los Lobos'
Best Pop Album,b'Turbulent Indigo',b'Joni Mitchell'
Best Traditional Pop Vocal Performance,b'Duets II',b'Frank Sinatra'
Best Female Rock Vocal Performance,b'You Oughta Know',b'Alanis Morissette'
Best Male Rock Vocal Performance,b"You Don't Know How It Feels",b'Tom Petty'
Best Rock Performance By A Duo Or Group With Vocal,b'Run-Around',b'Blues Traveler'
Best Hard Rock Performance,b'Spin The Black Circle',b'Pearl Jam'
Best Metal Performance,b'Happiness In Slavery',b'Nine Inch Nails'
Best Rock Instrumental Performance,b'Jessica',b'The Allman Brothers Band'
Best Rock Song,b'You Oughta Know',"b'Alanis Morissette & Glen Ballard, songwriters (Alanis Morissette)'"
Best Rock Album,b'Jagged Little Pill',b'Alanis Morissette'
Best Alternative Music Performance,b'MTV Unplugged In New York',b'Nirvana'
Best Female R&B Vocal Performance,b'I Apologize',b'Anita Baker'
Best Male R&B Vocal Performance,b'For Your Love',b'Stevie Wonder'
Best R&B Performance By A Duo Or Group With Vocal,b'Creep',b'TLC'
Best Rhythm & Blues Song,b'For Your Love',"b'Stevie Wonder, songwriter (Stevie Wonder)'"
Best R&B Album,b'Crazysexycool',b'TLC'
Best Rap Solo Performance,b"Gangsta's Paradise",b'Coolio'
Best Rap Performance By A Duo Or Group,b"I'll Be There For You/You're All I Need To Get By",b'Method Man Featuring Mary J. Blige'
Best Rap Album,b"Poverty's Paradise",b'Naughty By Nature'
Best Female Country Vocal Performance,"b""Baby, Now That I've Found You""",b'Alison Krauss'
Best Male Country Vocal Performance,b'Go Rest High On That Mountain',b'Vince Gill'
Best Country Performance By A Duo Or Group With Vocal,b'Here Comes The Rain',b'The Mavericks'
Best Country Collaboration With Vocals,b'Somewhere In The Vicinity Of The Heart',b'Shenandoah & Alison Krauss'
Best Country Instrumental Performance,b'Hightower',b'Asleep At The Wheel Featuring\xc2\xa0B\xc3\xa9la Fleck & Johnny Gimble'
Best Country Song,b'Go Rest High On That Mountain',"b'Vince Gill, songwriter (Vince Gill)'"
Best Country Album,b'The Woman In Me',b'Shania Twain'
Best Bluegrass Album,b'Unleashed',b'The Nashville Bluegrass Band'
Best New Age Album,b'Forest',b'George Winston'
Best Contemporary Jazz Performance,b'We Live Here',b'Pat Metheny Group'
Best Jazz Vocal Performance,b'An Evening With Lena Horne',b'Lena Horne'
Best Jazz Instrumental Solo,b'Impressions',b'Michael Brecker'
"Best Jazz Instrumental Performance, Individual Or Group",b'Infinity',b'McCoy Tyner Trio & Michael Brecker'
Best Large Jazz Ensemble Performance,b'All Blues',b'Tom Scott (GRP All-Star Big Band)'
Best Latin Jazz Performance,b'Antonio Brasileiro',b'Jobim'
Best Rock Gospel Album,b'Lesson Of Love',b'Ashley Cleveland'
Best Pop/Contemporary Gospel Album,b"I'll Lead You Home",b'Michael W. Smith'
"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",b'Amazing Grace - A Country Salute To Gospel',b'(Various Artists)'
Best Traditional Soul Gospel Album,b'Shirley Caesar Live - He Will Come',b'Shirley Caesar'
Best Contemporary Soul Gospel Album,b'Alone In His Presence',b'CeCe Winans'
Best Gospel Album By A Choir Or Chorus,b'Praise Him - Live!',b'The Brooklyn Tabernacle Choir'
Best Latin Pop Performance,b'Amor',b'Jon Secada'
Best Tropical Latin Performance,b'Abriendo Puertas',b'Gloria Estefan'
Best Mexican-American/Tejano Music Performance,b'Flaco Jimenez',b'Flaco Jimenez'
Best Traditional Blues Album,b'Chill Out',b'John Lee Hooker'
Best Contemporary Blues Album,b"Slippin' In",b'Buddy Guy'
Best Traditional Folk Album,b'South Coast',b"Ramblin' Jack Elliott"
Best Contemporary Folk Album,b'Wrecking Ball',b'Emmylou Harris'
Best Reggae Album,b'Boombastic',b'Shaggy'
Best World Music Album,b'Boheme',b'Deep Forest'
Best Polka Album,b'I Love To Polka',b'Jimmy Sturr'
Best Musical Album For Children,b'Sleepy Time Lullabys',b'Barbara Bailey Hutchison'
Best Spoken Word Album For Children,b'Prokofiev: Peter And The Wolf',b'Patrick Stewart'
Best Spoken Word Or Non-Musical Album,b'Phenomenal Woman',b'Maya Angelou'
Best Spoken Comedy Album,b'Crank Calls',b'Jonathan Winters'
Best Musical Show Album,b"Smokey Joe's Cafe - The Songs Of Leiber & Stoller",b'Original Broadway Cast'
Best Instrumental Composition,b'A View From The Side',b'The Bill Holman Band'
Best Instrumental Composition Written For A Motion Picture Or For Television,b'Crimson Tide',b'Hans Zimmer'
Best Song Written Specifically For A Motion Picture Or For Television,b'Colors Of The Wind (From Pocahontas)',"b'Alan Menken\xc2\xa0& Stephen Schwartz, songwriters (Vanessa Williams & Judy Kuhn)'"
Best Instrumental Arrangement,b'Lament',b'J.J. Johnson & The Robert Farnon Orchestra'
Best Instrumental Arrangement With Accompanying Vocal(s),b'I Get A Kick Out Of You',b'Mel Torm\xc3\xa9 with Rob McConnell & The Boss Brass'
Best Recording Package,b'Turbulent Indigo',b'Joni Mitchell'
Best Recording Package - Boxed,b'Civilization Phaze III',b'Frank Zappa'
Best Album Notes,"b'The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975'",b'Various Artists'
Best Historical Album,b'The Heifetz Collection',b'Jascha Heifetz & Various Artists'
Best Engineered Album - Non-Classical,b'Wildflowers',b'Tom Petty'
Producer Of The Year,b'Babyface',b'Babyface'
Best Classical Engineered Recording,b'Bart\xc3\xb3k: Concerto For Orchestra; "Kossuth" - Symphonic Poem',"b'Herbert Blomstedt, conductor'"
Classical Producer Of The Year,b'Steven Epstein',b'Steven Epstein'
Best Classical Album,b'Debussy: La Mer; Nocturnes; Jeux',"b'Pierre Boulez, conductor'"
Best Orchestral Performance,b'Debussy: La Mer',"b'Pierre Boulez, conductor'"
Best Opera Recording,b'Berlioz: Les Troyens',"b'Charles Dutoit, conductor; Gary Lakes, Francoise Pollet, Gino Quilico & Deborah Voigt'"
Best Choral Performance,b'Brahms: Ein Deutsches Requiem',"b'Herbert Blomstedt, conductor; Vance George, choral director'"
Best Instrumental Soloist(s) Performance (With Orchestra),"b'The American Album - Works Of Bernstein, Barber, Foss'",b'Itzhak Perlman'
Best Instrumental Soloist Performance (Without Orchestra),b'Schubert: Piano Sonatas (B Flat Major And A Major)',b'Radu Lupu'
Best Chamber Music Performance,b'Brahms/Beethoven/Mozart: Clarinet Trios',"b'Emanuel Ax,\xc2\xa0Yo-Yo Ma & Richard Stoltzman'"
Best Classical Vocal Performance,b'The Echoing Air - The Music Of Henry Purcell',b'Sylvia McNair'
Best Classical Contemporary Composition,b'Messiaen: Concert A Quatre',"b'Myung-Whun Chung, conductor; Various Artists'"
"Best Music Video, Short Form",b'Scream',b'Michael Jackson & Janet Jackson'
"Best Music Video, Long Form",b'Secret World Live',b'Peter Gabriel'
Record Of The Year,b'Change The World',b'Eric Clapton'
Album Of The Year,b'Falling Into You',b'Celine Dion'
Song Of The Year,b'Change The World',"b'Gordon Kennedy, Tommy Sims & Wayne Kirkpatrick, songwriters (Eric Clapton AND ALSO Wynonna)'"
Best New Artist,b'LeAnn Rimes',b'LeAnn Rimes'
Best Female Pop Vocal Performance,b'Un-Break My Heart',b'Toni Braxton'
Best Male Pop Vocal Performance,b'Change The World',b'Eric Clapton'
Best Pop Performance By A Duo Or Group With Vocal,b'Free As A Bird',b'The Beatles'
Best Pop Collaboration With Vocals,b'When I Fall In Love',b'Natalie Cole (& Nat "King" Cole)'
Best Pop Instrumental Performance,b'The Sinister Minister',b'B\xc3\xa9la Fleck\xc2\xa0& The Flecktones'
Best Pop Album,b'Falling Into You',b'Celine Dion'
Best Traditional Pop Vocal Performance,b"Here's To The Ladies",b'Tony Bennett'
Best Female Rock Vocal Performance,b'If It Makes You Happy',b'Sheryl Crow'
Best Male Rock Vocal Performance,b"Where It's At",b'Beck'
Best Rock Performance By A Duo Or Group With Vocal,b'So Much To Say',b'Dave Matthews Band'
Best Hard Rock Performance,b'Bullet With Butterfly Wings',b'The Smashing Pumpkins'
Best Metal Performance,b'Tire Me',b'Rage Against The Machine'
Best Rock Instrumental Performance,b'SRV Shuffle',"b'Jimmie Vaughan, Eric Clapton, Bonnie Raitt, Robert Cray, B.B. King, Buddy Guy, Dr. John & Art Neville'"
Best Rock Song,b'Give Me One Reason',"b'Tracy Chapman, songwriter (Tracy Chapman)'"
Best Rock Album,b'Sheryl Crow',b'Sheryl Crow'
Best Alternative Music Performance,b'Odelay',b'Beck'
Best Female R&B Vocal Performance,b"You're Makin' Me High",b'Toni Braxton'
Best Male R&B Vocal Performance,b'Your Secret Love',b'Luther Vandross'
Best R&B Performance By A Duo Or Group With Vocal,b'Killing Me Softly With His Song',b'Fugees'
Best Rhythm & Blues Song,b'Exhale (Shoop Shoop)',"b'Babyface, songwriter (Whitney Houston)'"
Best R&B Album,b'Words',b'The Tony Rich Project'
Best Rap Solo Performance,b'Hey Lover',b'LL Cool J'
Best Rap Performance By A Duo Or Group,b'Tha Crossroads',b'Bone Thugs-N-Harmony'
Best Rap Album,b'The Score',b'Fugees'
Best Female Country Vocal Performance,b'Blue',b'LeAnn Rimes'
Best Male Country Vocal Performance,b'Worlds Apart',b'Vince Gill'
Best Country Vocal Performance By A Duo Or Group,b'My Maria',b'Brooks & Dunn'
Best Country Collaboration With Vocals,b'High Lonesome Sound',b'Vince Gill Featuring Alison Krauss & Union Station'
Best Country Instrumental Performance,b'Jam Man',b'Chet Atkins'
Best Country Song,b'Blue',"b'Bill Mack, songwriter (LeAnn Rimes)'"
Best Country Album,b'The Road To Ensenada',b'Lyle Lovett'
Best Bluegrass Album,b'True Life Blues - The Songs Of Bill Monroe',b'(Various Artists)'
Best New Age Album,b'The Memory Of Trees',b'Enya'
Best Contemporary Jazz Performance,b'High Life',b'Wayne Shorter'
Best Jazz Vocal Performance,b'New Moon Daughter',b'Cassandra Wilson'
Best Jazz Instrumental Solo,b'Cabin Fever',b'Michael Brecker'
"Best Jazz Instrumental Performance, Individual Or Group",b'Tales From The Hudson',b'Michael Brecker'
Best Large Jazz Ensemble Performance,b"Live At Manchester Craftsmen's Guild",b'Grover Mitchell'
Best Latin Jazz Performance,b'Portraits Of Cuba',b"Paquito D'Rivera"
Best Rock Gospel Album,b'Jesus Freak',b'dc Talk'
Best Pop/Contemporary Gospel Album,b'Tribute - The Songs Of Andrae Crouch',b'(Various Artists)'
"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",b'I Love To Tell The Story - 25 Timeless Hymns',b'Andy Griffith'
Best Traditional Soul Gospel Album,b'Face To Face',b'Cissy Houston'
Best Contemporary Soul Gospel Album,b"Whatcha Lookin' 4",b'Kirk Franklin & The Family'
Best Gospel Album By A Choir Or Chorus,b'Just A Word',b"Shirley Caesar's Outreach Convention Choir"
Best Latin Pop Performance,b'Enrique Iglesias',b'Enrique Iglesias'
Best Tropical Latin Performance,b'La Rosa De Los Vientos',b'Rub\xc3\xa9n Blades'
Best Mexican-American/Tejano Music Performance,b'Un Millon De Rosas',b'La Mafia'
Best Traditional Blues Album,b'Deep In The Blues',b'James Cotton'
Best Contemporary Blues Album,b'Just Like You',b"Keb' Mo'"
Best Traditional Folk Album,b'Pete',b'Pete Seeger'
Best Contemporary Folk Album,b'The Ghost Of Tom Joad',b'Bruce Springsteen'
Best Reggae Album,b"Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary",b'Bunny Wailer'
Best World Music Album,b'Santiago',b'The Chieftains'
Best Polka Album,b'Polka! All Night Long',b'Jimmy Sturr'
Best Musical Album For Children,b'Dedicated To The One I Love',b'Linda Ronstadt'
Best Spoken Word Album For Children,b'Stellaluna',b'David Holt'
Best Spoken Word Or Non-Musical Album,b'It Takes A Village',b'Hillary Rodham Clinton'
Best Spoken Comedy Album,b'Rush Limbaugh Is A Big Fat Idiot',b'Al Franken'
Best Musical Show Album,b'Riverdance',b'Various Artists'
Best Instrumental Composition,b'Manhattan (Island Of Lights And Love)',b'Herbie Hancock'
Best Instrumental Composition Written For A Motion Picture Or For Television,b'Independence Day',b'David Arnold'
Best Song Written Specifically For A Motion Picture Or For Television,b'Because You Loved Me (Theme From Up Close & Personal)',"b'Diane Warren, songwriter (Celine Dion)'"
Best Instrumental Arrangement,b"An American Symphony (Mr. Holland's Opus)",b'Michael Kamen'
Best Instrumental Arrangement With Accompanying Vocal(s),b'When I Fall In Love',b'Natalie Cole [& Nat "King" Cole]'
Best Recording Package,b'Ultra-Lounge (Leopard Skin Sampler)',b'Various Artists'
Best Recording Package - Boxed,b'The Complete Columbia Studio Recordings',b'Miles Davis & Gil Evans'
Best Album Notes,b'The Complete Columbia Studio Recordings',b'Miles Davis & Gil Evans'
Best Historical Album,b'The Complete Columbia Studio Recordings',b'Miles Davis & Gil Evans'
Best Engineered Album - Non-Classical,b"Q's Jook Joint",b'Quincy Jones'
Producer Of The Year,b'Babyface',b'Babyface'
Best Classical Engineered Recording,b'Copland: Dance Symphony; Short Symphony; Organ Symphony',"b'Leonard Slatkin, conductor'"
Classical Producer Of The Year,b'Joanna Nickrenz',b'Joanna Nickrenz'
Best Classical Album,b'Corigliano: Of Rage And Remembrance',"b'Leonard Slatkin, conductor (Michelle De Young, Various Artists)'"
Best Orchestral Performance,b'Prokofiev: Romeo And Juliet (Scenes From The Ballet)',"b'Michael Tilson Thomas, conductor'"
Best Opera Recording,b'Britten: Peter Grimes',"b'Richard Hickox, conductor; Philip Langridge, Alan Opie & Janice Watson'"
Best Choral Performance,b"Walton: Belshazzar's Feast","b'Andrew Litton, conductor; Neville Creed, David Hill, chorus masters'"
Best Instrumental Soloist(s) Performance (With Orchestra),b'Bart\xc3\xb3k: The Three Piano Concertos',b'Yefim Bronfman'
Best Instrumental Soloist Performance (Without Orchestra),"b'The Romantic Master - Works Of Saint-Saens, Handel'",b'Earl Wild'
Best Chamber Music Performance,b'Corigliano: String Quartet',b'Cleveland Quartet'
Best Small Ensemble Performance (With Or Without Conductor),b'Boulez: ...Explosante-Fixe...',"b'Pierre Boulez, conductor; Ensemble Intercontemporain'"
Best Classical Vocal Performance,"b'Opera Arias - Works Of Mozart, Wagner, Borodin'",b'Bryn Terfel'
Best Classical Contemporary Composition,b'Corigliano: String Quartet',b'Cleveland Quartet'
"Best Music Video, Short Form",b'Free As A Bird',b'The Beatles'
"Best Music Video, Long Form",b'The Beatles Anthology',b'The Beatles'
Record Of The Year,b'Sunny Came Home',b'Shawn Colvin'
Album Of The Year,b'Time Out Of Mind',b'Bob Dylan'
Song Of The Year,b'Sunny Came Home',"b'John Leventhal & Shawn Colvin, songwriters (Shawn Colvin)'"
Best New Artist,b'Paula Cole',b'Paula Cole'
Best Female Pop Vocal Performance,b'Building A Mystery',b'Sarah McLachlan'
Best Male Pop Vocal Performance,b'Candle In The Wind 1997',b'Elton John'
Best Pop Performance By A Duo Or Group With Vocal,b'Virtual Insanity',b'Jamiroquai'
Best Pop Collaboration With Vocals,b"Don't Look Back",b'John Lee Hooker & Van Morrison'
Best Pop Instrumental Performance,b'Last Dance',b'Sarah McLachlan'
Best Dance Recording,b'Carry On',b'Donna Summer & Giorgio Moroder'
Best Pop Album,b'Hourglass',b'James Taylor'
Best Traditional Pop Vocal Performance,b'Tony Bennett On Holiday',b'Tony Bennett'
Best Female Rock Vocal Performance,b'Criminal',b'Fiona Apple'
Best Male Rock Vocal Performance,b'Cold Irons Bound',b'Bob Dylan'
Best Rock Performance By A Duo Or Group With Vocal,b'One Headlight',b'The Wallflowers'
Best Hard Rock Performance,b'The End Is The Beginning Is The End',b'The Smashing Pumpkins'
Best Metal Performance,b'Aenema',b'Tool'
Best Rock Instrumental Performance,b"Block Rockin' Beats",b'The Chemical Brothers'
Best Rock Song,b'One Headlight',"b'Jakob Dylan, songwriter (The Wallflowers)'"
Best Rock Album,b'Blue Moon Swamp',b'John Fogerty'
Best Alternative Music Performance,b'Ok Computer',b'Radiohead'
Best Female R&B Vocal Performance,b'On & On',b'Erykah Badu'
Best Male R&B Vocal Performance,b'I Believe I Can Fly',b'R. Kelly'
Best R&B Performance By A Duo Or Group With Vocal,b'No Diggity',b'Blackstreet'
Best Rhythm & Blues Song,b'I Believe I Can Fly',"b'R. Kelly, songwriter (R. Kelly)'"
Best R&B Album,b'Baduizm',b'Erykah Badu'
Best Rap Solo Performance,b'Men In Black',b'Will Smith'
Best Rap Performance By A Duo Or Group,b"I'll Be Missing You",b'Puff Daddy & Faith Evans Featuring 112'
Best Rap Album,b'No Way Out',b'Puff Daddy & The Family'
Best Female Country Vocal Performance,b'How Do I Live',b'Trisha Yearwood'
Best Male Country Vocal Performance,b'Pretty Little Adriana',b'Vince Gill'
Best Country Performance By A Duo Or Group With Vocal,b'Looking In The Eyes Of Love',b'Alison Krauss & Union Station'
Best Country Collaboration With Vocals,b"In Another's Eyes",b'Trisha Yearwood & Garth Brooks'
Best Country Instrumental Performance,b'Little Liza Jane',b'Alison Krauss & Union Station'
Best Country Song,b'Butterfly Kisses',"b'Bob Carlisle & Randy Thomas, songwriters (Bob Carlisle, Jeff Carson & Raybon Bros.)'"
Best Country Album,b'Unchained',b'Johnny Cash'
Best Bluegrass Album,b'So Long So Wrong',b'Alison Krauss & Union Station'
Best New Age Album,b'Oracle',b'Michael Hedges'
Best Contemporary Jazz Performance,b'Into The Sun',b'Randy Brecker'
Best Jazz Vocal Performance,b'Dear Ella',b'Dee Dee Bridgewater'
Best Jazz Instrumental Solo,b'Stardust',b'Doc Cheatham & Nicholas Payton'
"Best Jazz Instrumental Performance, Individual Or Group",b'Beyond The Missouri Sky',b'Charlie Haden & Pat Metheny'
Best Large Jazz Ensemble Performance,b'Joe Henderson Big Band',b'Joe Henderson Big Band'
Best Latin Jazz Performance,b'Habana',b"Roy Hargrove's Crisol"
Best Rock Gospel Album,b'Welcome To The Freak Show - dc Talk Live In Concert',b'dc Talk'
Best Pop/Contemporary Gospel Album,b'Much Afraid',b'Jars Of Clay'
"Best Southern, Country Or Bluegrass Gospel Album",b'Amazing Grace 2 - A Country Salute To Gospel',b'(Various Artists)'
Best Traditional Soul Gospel Album,b"I Couldn't Hear Nobody Pray",b'The Fairfield Four'
Best Contemporary Soul Gospel Album,b'Brothers',b'Take 6'
Best Gospel Choir Or Chorus Album,b"God's Property From Kirk Franklin's Nu Nation",b"God's Property"
Best Latin Pop Performance,b'Romances',b'Luis Miguel'
Best Latin Rock/Alternative Performance,b'Fabulosos Calavera',b'Los Fabulosos Cadillacs'
Best Tropical Latin Performance,b'Buena Vista Social Club',b'Ry Cooder'
Best Mexican-American/Tejano Music Performance,b'En Tus Manos',b'La Mafia'
Best Traditional Blues Album,b"Don't Look Back",b'John Lee Hooker'
Best Contemporary Blues Album,b'Se\xc3\xb1or Blues',b'Taj Mahal'
Best Traditional Folk Album,b"L'amour Ou La Folie",b'BeauSoleil'
Best Contemporary Folk Album,b'Time Out Of Mind',b'Bob Dylan'
Best Reggae Album,b'Fallen Is Babylon',b'Ziggy Marley\xc2\xa0& The Melody Makers'
Best World Music Album,b'Nascimento',b'Milton Nascimento'
Best Polka Album,b'Living On Polka Time',b'Jimmy Sturr'
Best Musical Album For Children,b'All Aboard!',b'John Denver'
Best Spoken Word Album For Children,b'Winnie-The-Pooh',b'Charles Kuralt'
Best Spoken Word Album,b"Charles Kuralt's Spring",b'Charles Kuralt'
Best Spoken Comedy Album,b'Roll With The New',b'Chris Rock'
Best Musical Show Album,b'Chicago - The Musical',"b'Various Artists Featuring Ann Reinking, Bebe Neuwirth, James Naughton & Joel Grey'"
Best Instrumental Composition,b'Aung San Suu Kyi',b'Herbie Hancock & Wayne Shorter'
Best Instrumental Composition Written For A Motion Picture Or For Television,b'The English Patient',b'Gabriel Yared'
Best Song Written Specifically For A Motion Picture Or For Television,b'I Believe I Can Fly (From Space Jam)',"b'R. Kelly, songwriter (R. Kelly)'"
Best Instrumental Arrangement,"b'Straight, No Chaser'",b'The Bill Holman Band'
Best Instrumental Arrangement Accompanying Vocal(s),b'Cotton Tail',b'Dee Dee Bridgewater'
Best Recording Package,b'Titanic - Music As Heard On The Fateful Voyage',b'Various Artists'
Best Boxed Recording Package,b"Beg Scream And Shout! - The Big Ol' Box Of '60s Soul",b'Various Artists'
Best Album Notes,b'Anthology Of American Folk Music -  1997 Expanded Edition',b'Various Artists'
Best Historical Album,b'Anthology Of American Folk Music - 1997 Expanded Edition',b'Various Artists'
Best Engineered Album - Non-Classical,b'Hourglass',b'James Taylor'
"Producer Of The Year, Non-Classical",b'Babyface',b'Babyface'
"Remixer Of The Year, Non-Classical",b'',b'Frankie Knuckles'
"Best Engineered Album, Classical",b'Copland: The Music Of America (Fanfare For The Common Man; Rodeo)',"b'Erich Kunzel, conductor'"
"Producer Of The Year, Classical",b'Steven Epstein',b'Steven Epstein'
Best Classical Album,"b'Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)'","b'Yo-Yo Ma, David Zinman, conductor'"
Best Orchestral Performance,b'Berlioz: Symphonie Fantastique; Tristia',"b'Pierre Boulez, conductor'"
Best Opera Recording,b'Wagner: Die Meistersinger Von Nurnberg',"b'Georg Solti, conductor; Jose Van Dam, Ben Heppner, Alan Opie, Karita Mattila, Herbert Lippert, Iris Vermillion & Rene Pape'"
Best Choral Performance,b'Adams: Harmonium/Rachmaninoff: The Bells',"b'Robert Shaw, conductor'"
Best Instrumental Soloist(s) Performance (With Orchestra),"b'Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)'","b'Yo-Yo Ma, David Zinman, conductor'"
Best Instrumental Soloist Performance (Without Orchestra),b'Bach: Suites For Solo Cello Nos. 1-6',b'Janos Starker'
Best Chamber Music Performance,b'Beethoven: The String Quartets',b'Emerson String Quartet'
Best Small Ensemble Performance (With Or Without Conductor),"b'Hindemith: Kammermusik No. 1 With Finale 1921, Op. 24 No. 1'","b'Claudio Abbado, conductor'"
Best Classical Vocal Performance,"b'An Italian Songbook - Works Of Bellini, Donizetti, Rossini'",b'Cecilia Bartoli'
Best Classical Contemporary Composition,b'Adams: El Dorado',"b'Kent Nagano, conductor'"
Best Short Form Music Video,b"Got 'Till It's Gone",b'Janet Jackson'
Best Long Form Music Video,b'Jagged Little Pill - Live',b'Alanis Morissette'
Record Of The Year,b'My Heart Will Go On (Love Theme From Titanic)',b'Celine Dion'
Album Of The Year,b'The Miseducation Of Lauryn Hill',b'Lauryn Hill'
Song Of The Year,b'My Heart Will Go On (Love Theme From Titanic)',"b'James Horner & Will Jennings, songwriters (Celine Dion)'"
Best New Artist,b'Lauryn Hill',b'Lauryn Hill'
Best Female Pop Vocal Performance,b'My Heart Will Go On (Love Theme From Titanic)',b'Celine Dion'
Best Male Pop Vocal Performance,b"My Father's Eyes",b'Eric Clapton'
Best Pop Performance By A Duo Or Group With Vocal,b"Jump Jive An' Wail",b'The Brian Setzer Orchestra'
Best Pop Collaboration With Vocals,b'I Still Have That Other Girl',b'Elvis Costello & Burt Bacharach'
Best Pop Instrumental Performance,b'Sleepwalk',b'The Brian Setzer Orchestra'
Best Dance Recording,b'Ray Of Light',b'Madonna'
Best Pop Album,b'Ray Of Light',b'Madonna'
Best Traditional Pop Vocal Performance,b'Live At Carnegie Hall - The 50th Anniversary Concert',b'Patti Page'
Best Female Rock Vocal Performance,b'Uninvited',b'Alanis Morissette'
Best Male Rock Vocal Performance,b'Fly Away',b'Lenny Kravitz'
Best Rock Performance By A Duo Or Group With Vocal,b'Pink',b'Aerosmith'
Best Hard Rock Performance,b'Most High',b'Jimmy Page & Robert Plant'
Best Metal Performance,b'Better Than You',b'Metallica'
Best Rock Instrumental Performance,b'The Roots Of Coincidence',b'Pat Metheny Group'
Best Rock Song,b'Uninvited',"b'Alanis Morissette, songwriter (Alanis Morissette)'"
Best Rock Album,b'The Globe Sessions',b'Sheryl Crow'
Best Alternative Music Performance,b'Hello Nasty',b'Beastie Boys'
Best Female R&B Vocal Performance,b'Doo Wop (That Thing)',b'Lauryn Hill'
Best Male R&B Vocal Performance,b'St. Louis Blues',b'Stevie Wonder'
Best R&B Performance By A Duo Or Group With Vocal,b'The Boy Is Mine',b'Brandy & Monica'
Best Rhythm & Blues Song,b'Doo Wop (That Thing)',"b'Lauryn Hill, songwriter (Lauryn Hill)'"
Best R&B Album,b'The Miseducation Of Lauryn Hill',b'Lauryn Hill'
Best Traditional R&B Vocal Performance,b'Live! - One Night Only',b'Patti LaBelle'
Best Rap Solo Performance,b"Gettin' Jiggy Wit It",b'Will Smith'
Best Rap Performance By A Duo Or Group,b'Intergalactic',b'Beastie Boys'
Best Rap Album,b'Vol. 2...Hard Knock Life',b'Jay-Z'
Best Female Country Vocal Performance,b"You're Still The One",b'Shania Twain'
Best Male Country Vocal Performance,b'If You Ever Have Forever In Mind',b'Vince Gill'
Best Country Performance By A Duo Or Group With Vocal,b"There's Your Trouble",b'Dixie Chicks'
Best Country Collaboration With Vocals,b'Same Old Train',"b'Clint Black, Joe Diffie, Merle Haggard,  Emmylou Harris, Alison Krauss, Patty Loveless, Earl Scruggs, Ricky Skaggs, Marty Stuart, Pam Tillis, Randy Travis, Travis Tritt & Dwight Yoakam'"
Best Country Instrumental Performance,b"A Soldier's Joy",b'Randy Scruggs & Vince Gill'
Best Country Song,b"You're Still The One","b'Robert John ""Mutt"" Lange & Shania Twain, songwriters (Shania Twain)'"
Best Country Album,b'Wide Open Spaces',b'Dixie Chicks'
Best Bluegrass Album,b'Bluegrass Rules!',b'Ricky Skaggs & Kentucky Thunder'
Best New Age Album,b'Landmarks',b'Clannad'
Best Contemporary Jazz Performance,b'Imaginary Day',b'Pat Metheny Group'
Best Jazz Vocal Performance,b'I Remember Miles',b'Shirley Horn'
Best Jazz Instrumental Solo,b'Rhumbata',b'Chick Corea\xc2\xa0& Gary Burton'
"Best Jazz Instrumental Performance, Individual Or Group",b"Gershwin's World",b'Herbie Hancock'
Best Large Jazz Ensemble Performance,b'Count Plays Duke',"b'Count Basie Orchestra; Grover Mitchell, director'"
Best Latin Jazz Performance,b'Hot House',b'Arturo Sandoval'
Best Rock Gospel Album,b'You Are There',b'Ashley Cleveland'
Best Pop/Contemporary Gospel Album,b'This Is My Song',b'Deniece Williams'
"Best Southern, Country, Or Bluegrass Gospel Album",b'The Apostle - Soundtrack',b'(Various Artists)'
Best Traditional Soul Gospel Album,b'He Leadeth Me',b'Cissy Houston'
Best Contemporary Soul Gospel Album,b'The Nu Nation Project',b'Kirk Franklin'
Best Gospel Choir Or Chorus Album,b'Reflections',b"O'Landa Draper & The Associates Choir"
Best Latin Pop Performance,b'Vuelve',b'Ricky Martin'
Best Latin Rock/Alternative Performance,b'Sue\xc3\xb1os Liquidos',b'Man\xc3\xa1'
Best Tropical Latin Performance,b'Contra La Corriente',b'Marc Anthony'
Best Mexican-American Music Performance,b'Los Super Seven',b'Los Super Seven'
Best Tejano Music Performance,b'Said And Done',b'Flaco Jimenez'
Best Traditional Blues Album,b"Any Place I'm Going",b'Otis Rush'
Best Contemporary Blues Album,b'Slow Down',b"Keb' Mo'"
Best Traditional Folk Album,b'Long Journey Home',b'The Chieftains'
Best Contemporary Folk Album,b'Car Wheels On A Gravel Road',b'Lucinda Williams'
Best Reggae Album,b'Friends',b'Sly & Robbie'
Best World Music Album,b'Quanta Live',b'Gilberto Gil'
Best Polka Album,b'Dance With Me',b'Jimmy Sturr & His Orchestra'
Best Musical Album For Children,b'Elmopalooza!',b'(The Sesame Street Muppets & Various Artists)'
Best Spoken Word Album For Children,b"The Children's Shakespeare",b'(Various Artists)'
