,0,1,2,3,4,5,6
176,7.09,6.9,4.96,14.49,20.18,62.86,1.59
177,6.94,4.16,4.5,24.04,22.22,65.34,1.53
178,6.89,7.05,7.66,14.19,13.05,149.08,0.67
179,6.71,8.6,8.24,11.63,12.14,84.47,1.18
180,6.7,4.64,6.8,21.54,14.7,47.03,2.13
181,6.58,4.64,4.73,21.54,21.16,53.39,1.87
182,6.56,4.31,4.4,23.19,22.73,51.91,1.93
183,6.42,7.34,8.88,13.62,11.26,75.61,1.32
184,6.02,9.71,9.55,10.3,10.47,79.58,1.26
185,5.9,3.58,5.6,27.9,17.86,41.03,2.44
186,5.89,4.77,4.24,20.96,23.59,46.61,2.15
187,5.82,3.94,4.61,25.36,21.71,38.24,2.62
188,5.72,3.5,4.68,28.59,21.35,43.18,2.32
189,5.67,7.12,6.13,14.05,16.31,96.89,1.03
190,5.64,5.38,5.59,18.58,17.89,42.91,2.33
191,5.6,5.64,5.19,17.73,19.26,43.27,2.31
192,5.56,8.65,7.49,11.56,13.35,51.73,1.93
193,5.43,6.23,26.2,16.05,3.82,85.18,1.17
194,5.22,12.03,11.83,8.31,8.46,54.39,1.84
195,5.09,4.26,4.92,23.5,20.32,36.93,2.71
196,4.87,12.49,11.08,8.01,9.02,64.29,1.56
197,4.73,12.86,12.17,7.77,8.21,51.02,1.96
198,4.68,3.18,5.55,31.43,18,28.96,3.45
199,4.53,9.38,7.82,10.67,12.78,57.26,1.75
200,4.19,6.42,7.51,15.57,13.32,62.53,1.6
201,4.09,6.62,9.1,15.09,10.98,34.43,2.9
202,3.85,11.92,11.85,8.39,8.44,50.82,1.97
203,3.56,9.45,9.16,10.59,10.91,39.22,2.55
204,3.48,10.81,10.31,9.25,9.7,30.99,3.23
205,2.99,10.86,9.83,9.21,10.17,55.32,1.81
206,2.82,10.01,12.54,9.99,7.97,22.86,4.38
207,2.3,11.63,13.1,8.6,7.63,18.18,5.5
