,0,1,2,3,4,5,6
91,7.2,4.73,5.15,21.14,19.42,49.83,2.01
92,7.13,5.03,5.4,19.88,18.5,59.32,1.69
93,7.01,3.86,5,25.93,20.01,43.52,2.3
94,6.7,5.93,7.11,16.86,14.06,86.84,1.15
95,6.61,4.01,4.45,24.93,22.45,44.27,2.26
96,6.56,8.8,7.48,11.36,13.37,51.69,1.93
97,6.49,5.44,5.98,18.37,16.71,45.92,2.18
98,6.26,7.42,6.17,13.48,16.21,77.27,1.29
99,6.22,5.61,5.63,17.82,17.77,46.1,2.17
100,6.16,8.76,9.75,11.42,10.26,49.9,2
101,6.12,7.4,6.16,13.51,16.22,54.74,1.83
102,6.07,5.8,6.42,17.25,15.57,45,2.22
103,5.78,6.04,7,16.57,14.28,49.11,2.04
104,5.74,10.23,9.31,9.78,10.74,84.35,1.19
105,5.61,8.05,8.05,12.42,12.42,52.65,1.9
106,5.52,5.85,6.4,17.09,15.62,37.88,2.64
107,5.42,9.29,30.16,10.76,3.32,63.96,1.56
108,5.08,15.08,13.2,6.63,7.57,50.98,1.96
109,5.02,5.74,5.72,17.42,17.5,34.3,2.92
110,4.87,19.9,24.56,5.02,4.07,102.3,0.98
111,4.54,5.74,6.26,17.43,15.98,36.02,2.78
112,4.27,13.36,9.22,7.48,10.85,55.22,1.81
113,3.87,7.3,8.45,13.7,11.83,39.41,2.54
114,3.67,4,3.46,25.01,28.9,38.87,2.57
115,3.51,7.11,11.47,14.06,8.72,49.01,2.04
116,3.23,11.35,12.64,8.81,7.91,30.3,3.3
117,3.14,10.2,9.4,9.8,10.63,33.59,2.98
118,3.12,7.2,6.85,13.89,14.59,23.55,4.25
119,2.62,11.16,12.92,8.96,7.74,19.43,5.15
120,1.84,80.31,27.8,1.25,3.6,27.9,3.58
121,31.13,1.86,10.02,53.7,9.98,649.36,0.15
122,30.49,3.95,3.15,25.33,31.75,283.67,0.35
123,30.09,2.67,2.77,37.49,36.08,192.99,0.52
124,26.84,8.47,2.95,11.81,33.92,317.96,0.31
125,26.62,10.77,13.45,9.28,7.44,670.38,0.15
126,26.42,2.78,3,35.94,33.33,230.62,0.43
127,25.44,5.3,1.66,18.88,60.3,336.09,0.3
128,24.97,1.4,1.8,71.43,55.54,152.28,0.66
129,23.92,5.17,7.64,19.33,13.09,285.6,0.35
130,22.23,12.49,9.27,8.01,10.79,333.43,0.3
131,22.13,2.21,2.41,45.26,41.48,228.83,0.44
132,21.41,3.42,3.89,29.24,25.69,133.27,0.75
133,21.11,10.78,7.85,9.28,12.74,232.05,0.43
134,20.91,2.7,3.4,36.98,29.38,161.45,0.62
135,20.78,5.05,5.53,19.81,18.09,468.12,0.21
136,20.76,3.93,3.22,25.45,31.06,179.53,0.56
137,19.74,2.61,2.84,38.26,35.16,257.35,0.39
138,18.93,6.24,5.74,16.02,17.43,217.37,0.46
139,18.52,3.1,2.65,32.25,37.7,198.55,0.5
140,17.38,5.96,5.88,16.78,17.02,349.26,0.29
141,17.07,5.18,5.68,19.32,17.59,267.28,0.37
142,17.07,2.81,3.15,35.59,31.78,155.29,0.64
143,16.75,8.34,4.12,11.99,24.25,287.29,0.35
144,16.7,4.23,4.32,23.65,23.14,200.64,0.5
145,16.7,6.4,7.2,15.62,13.89,234.72,0.43
146,16.36,5.46,5.23,18.33,19.13,545.46,0.18
147,16.27,6.03,6.5,16.59,15.39,189.76,0.53
148,16.21,4,5.73,25,17.46,143.71,0.7
149,16.19,7.7,9,12.99,11.11,185.65,0.54
150,16.12,4.76,3.6,20.99,27.78,135.99,0.74
151,16.07,3.06,3.23,32.71,30.97,170.18,0.59
152,15.38,3.46,3.51,28.93,28.47,148.07,0.68
153,15.37,11.96,7.67,8.36,13.04,174.95,0.57
154,15.17,6.78,6.6,14.76,15.16,208.57,0.48
155,14.67,7.02,6.42,14.24,15.57,167.68,0.6
156,14.67,6.8,6.74,14.7,14.83,277.47,0.36
157,14.6,6.87,6.46,14.56,15.48,209.95,0.48
158,14.58,3.5,5.33,28.59,18.78,138.43,0.72
159,14.35,6.07,5.51,16.47,18.15,188.58,0.53
160,14.32,3.03,3.54,33.02,28.26,218.22,0.46
161,14.29,7.89,3.7,12.67,26.99,226.12,0.44
162,14.11,6.53,4.88,15.32,20.5,405.98,0.25
163,13.39,6.55,5.33,15.28,18.75,197.43,0.51
164,12.87,4.12,4.1,24.25,24.42,87.49,1.14
165,12.73,5.86,5.55,17.08,18.01,186.69,0.54
166,12.5,3.16,3.1,31.69,32.28,123.72,0.81
167,12.48,3.08,3.42,32.51,29.23,109.97,0.91
168,12.43,8.36,1.98,11.96,50.4,159.07,0.63
169,12.19,3.85,4.63,25.94,21.59,83.51,1.2
170,11.81,4.8,4.84,20.84,20.67,108.96,0.92
171,11.69,2.82,3.56,35.46,28.06,94.06,1.06
172,11.65,4.21,4.35,23.76,22.98,78.12,1.28
173,11.59,3.63,3.75,27.58,26.64,231.65,0.43
174,11.45,6,7.8,16.68,12.82,171.89,0.58
175,11.33,7.49,7.94,13.35,12.59,132.27,0.76
176,11.23,5.59,5.92,17.89,16.9,108.51,0.92
177,11.01,3.34,3.76,29.95,26.61,83.32,1.2
178,10.9,3.74,4.29,26.75,23.31,194.01,0.52
179,10.85,5.92,5.85,16.88,17.09,109.26,0.92
180,10.84,4.4,5.34,22.71,18.74,87.73,1.14
181,10.79,11.56,6.98,8.65,14.33,88.77,1.13
182,10.74,10.74,3.43,9.31,29.17,205.19,0.49
183,10.72,3.36,3.83,29.76,26.08,68.86,1.45
184,10.62,3.01,3.25,33.23,30.78,84.14,1.19
185,10.61,3.62,3.78,27.61,26.43,79.56,1.26
186,10.59,3.97,4.75,25.16,21.05,71.37,1.4
187,10.56,4.42,4.64,22.62,21.55,83.11,1.2
188,10.33,6.15,5.41,16.26,18.48,94.54,1.06
189,10.06,3.3,3.91,30.33,25.55,124.36,0.8
190,10.01,18.35,3.4,5.45,29.38,95.48,1.05
191,10,8.24,7.84,12.14,12.75,153.6,0.65
192,9.7,3.18,3.92,31.44,25.48,66.73,1.5
193,9.67,3.57,3.54,27.99,28.21,75.32,1.33
194,9.6,2.95,3.66,33.95,27.3,64.32,1.55
195,9.56,3.95,4.48,25.34,22.32,66.42,1.51
196,9.42,5.54,6,18.06,16.66,92.96,1.08
197,9.29,7.17,7.55,13.95,13.25,101.72,0.98
198,9.25,2.82,3.18,35.46,31.49,61.85,1.62
199,9.24,3.58,3.32,27.94,30.09,55.84,1.79
200,8.89,8.38,9.69,11.93,10.32,93.25,1.07
201,8.63,4.11,4.58,24.32,21.82,63.43,1.58
202,8.58,4.66,5.1,21.47,19.6,84.03,1.19
203,8.58,6.92,7.39,14.46,13.54,87.47,1.14
204,8.58,6.23,6.64,16.04,15.05,61.09,1.64
205,8.35,4.6,4.24,21.75,23.57,64.84,1.54
206,8.32,5.68,6.42,17.62,15.57,61.94,1.61
207,8.31,5.27,4.8,18.98,20.85,50.43,1.98
208,7.89,9.32,10.82,10.73,9.24,69.39,1.44
209,7.74,4.64,4.87,21.56,20.52,54.74,1.83
210,7.38,4.28,4.28,23.39,23.38,63.99,1.56
211,7.28,3.47,3.56,28.84,28.06,44,2.27
212,7.2,4.73,5.15,21.14,19.42,49.83,2.01
213,7.13,5.03,5.4,19.88,18.5,59.32,1.69
214,7.01,3.86,5,25.93,20.01,43.52,2.3
215,6.7,5.93,7.11,16.86,14.06,86.84,1.15
216,6.61,4.01,4.45,24.93,22.45,44.27,2.26
217,6.56,8.8,7.48,11.36,13.37,51.69,1.93
218,6.49,5.44,5.98,18.37,16.71,45.92,2.18
219,6.26,7.42,6.17,13.48,16.21,77.27,1.29
220,6.22,5.61,5.63,17.82,17.77,46.1,2.17
221,6.16,8.76,9.75,11.42,10.26,49.9,2
222,6.12,7.4,6.16,13.51,16.22,54.74,1.83
223,6.07,5.8,6.42,17.25,15.57,45,2.22
224,5.78,6.04,7,16.57,14.28,49.11,2.04
225,5.74,10.23,9.31,9.78,10.74,84.35,1.19
226,5.61,8.05,8.05,12.42,12.42,52.65,1.9
227,5.52,5.85,6.4,17.09,15.62,37.88,2.64
228,5.42,9.29,30.16,10.76,3.32,63.96,1.56
229,5.08,15.08,13.2,6.63,7.57,50.98,1.96
230,5.02,5.74,5.72,17.42,17.5,34.3,2.92
231,4.87,19.9,24.56,5.02,4.07,102.3,0.98
232,4.54,5.74,6.26,17.43,15.98,36.02,2.78
233,4.27,13.36,9.22,7.48,10.85,55.22,1.81
234,3.87,7.3,8.45,13.7,11.83,39.41,2.54
235,3.67,4,3.46,25.01,28.9,38.87,2.57
236,3.51,7.11,11.47,14.06,8.72,49.01,2.04
237,3.23,11.35,12.64,8.81,7.91,30.3,3.3
238,3.14,10.2,9.4,9.8,10.63,33.59,2.98
239,3.12,7.2,6.85,13.89,14.59,23.55,4.25
240,2.62,11.16,12.92,8.96,7.74,19.43,5.15
241,1.84,80.31,27.8,1.25,3.6,27.9,3.58
