,0,1,2,3,4,5,6
49,11.16,6.3,7.17,15.88,13.95,124.84,0.8
50,11.11,4.44,4.16,22.53,24.04,185.44,0.54
51,11.04,6.62,7.73,15.1,12.93,184.27,0.54
52,10.75,7.72,7.48,12.95,13.36,189.22,0.53
53,10.71,3.89,4.08,25.72,24.51,107.54,0.93
54,10.33,4.67,4.46,21.43,22.41,75.11,1.33
55,10.32,3.91,4.11,25.61,24.31,75.01,1.33
56,10.31,10.18,9.51,9.83,10.52,88.66,1.13
57,10.23,4.51,5.35,22.19,18.71,208.58,0.48
58,10.22,5.44,5.6,18.38,17.86,102.61,0.97
59,10,5.09,4.58,19.64,21.83,72.72,1.38
60,9.96,3.18,3.58,31.49,27.9,123.35,0.81
61,9.45,3.38,4.31,29.62,23.21,68.71,1.46
62,9.42,7.12,7.27,14.04,13.76,165.75,0.6
63,9.38,3.32,4.04,30.11,24.77,59.61,1.68
64,9.26,4.46,4.5,22.43,22.22,61.62,1.62
65,9.25,5.44,4.82,18.4,20.75,79.52,1.26
66,8.77,6.75,5.97,14.81,16.74,81.59,1.23
67,8.54,7.57,6.13,13.2,16.3,87.34,1.14
68,8.46,3.76,4.58,26.63,21.83,61.49,1.63
69,8.44,2.68,3.67,37.33,27.25,61.22,1.63
70,8.38,3.44,4.04,29.1,24.75,60.9,1.64
71,8.12,4.64,5.31,21.53,18.84,74.43,1.34
72,8.01,6.11,6.6,16.37,15.15,58.27,1.72
73,7.86,8.24,6.33,12.14,15.8,62.22,1.61
74,7.34,3.2,5.24,31.28,19.08,51.11,1.96
75,7.15,4.58,4.86,21.84,20.57,51.97,1.92
76,6.99,4.75,5.85,21.07,17.1,42.42,2.36
77,6.97,4.02,4.45,24.89,22.49,49.42,2.02
78,6.75,5.15,4.49,19.4,22.25,49.83,2.01
79,6.73,5.77,5.18,17.34,19.3,51.12,1.96
80,6.72,4.95,5.02,20.19,19.93,42.12,2.37
81,6.71,6.09,4.17,16.41,24.01,53.16,1.88
82,6.4,6.73,6.01,14.87,16.65,55.04,1.82
83,6.35,7.91,11.45,12.64,8.73,86.52,1.16
84,6.31,5.84,6.33,17.11,15.81,48.29,2.07
85,6.25,6.07,4.54,16.47,22.05,53.73,1.86
86,6.2,4.23,4.17,23.66,24.01,37.8,2.65
87,6.19,6.46,7.21,15.48,13.87,81.79,1.22
88,5.97,7.89,6.89,12.67,14.51,59.9,1.67
89,5.92,7.44,5.92,13.44,16.9,46.87,2.13
90,5.77,10.85,12.98,9.21,7.7,96.31,1.04
91,5.65,6.36,6.63,15.71,15.08,74.65,1.34
92,5.5,6.8,8.85,14.71,11.3,43.54,2.3
93,5.27,5.98,6.32,16.73,15.81,40.59,2.46
94,5.08,5.58,6.47,17.93,15.45,36.64,2.73
95,4.78,5,5.55,20,18.01,34.73,2.88
96,4.21,9.62,10.12,10.4,9.88,39.16,2.55
97,4.05,6.48,7.89,15.44,12.68,34.8,2.87
98,3.47,11.83,10.51,8.46,9.51,35.52,2.82
99,3.21,8.94,8.31,11.19,12.04,34.64,2.89
100,3.11,6.1,5.15,16.39,19.4,22.59,4.43
101,3.01,9.39,10.25,10.65,9.75,27.98,3.57
102,2.16,11.76,13.35,8.51,7.49,16.42,6.09
103,40.64,2.35,2.01,42.51,49.87,571.3,0.18
104,35.94,2.7,2.95,37.1,33.87,445.13,0.22
105,25.38,3.61,4,27.68,24.98,162.85,0.61
106,25,3.43,3.42,29.19,29.26,214.93,0.47
107,24.76,5.37,3.5,18.61,28.59,267.29,0.37
108,24.17,4,4.17,25.02,24.01,568.48,0.18
109,23.65,2.86,3.42,34.93,29.26,150.36,0.67
110,23.38,3.07,2.25,32.55,44.52,243.52,0.41
111,23.23,8.39,7.48,11.92,13.37,356.82,0.28
112,22.92,7.72,6.29,12.96,15.9,577.01,0.17
113,22.9,5.05,8.34,19.81,11.99,247.26,0.4
114,20.95,7.78,11.25,12.86,8.89,210.31,0.48
115,19.83,5.03,5.68,19.9,17.62,199.02,0.5
116,19.79,1.44,2.07,69.51,48.33,229.23,0.44
117,18.84,4.9,5.54,20.43,18.06,272.97,0.37
118,18.41,4.25,5.33,23.53,18.76,158.31,0.63
119,18.34,3.32,3.67,30.12,27.24,318.58,0.31
120,17.67,5.62,4.45,17.79,22.49,151.88,0.66
121,17.4,3.15,3.46,31.76,28.94,174.6,0.57
122,17.25,3.34,3.61,29.9,27.68,199.78,0.5
123,17.18,2.38,2.67,42.05,37.51,159.84,0.63
124,16.35,5.13,4.03,19.5,24.79,202.55,0.49
125,15.52,5.52,5.31,18.13,18.82,273.26,0.37
126,15.51,5.35,6.17,18.68,16.2,287.33,0.35
127,15.51,1.59,6.59,62.83,15.17,94.18,1.06
128,15.12,3.03,3.71,33.02,26.96,163.3,0.61
129,15.04,3.27,5.64,30.56,17.73,145.38,0.69
130,14.89,4.83,4.93,20.72,20.27,196.69,0.51
131,14.47,22.69,12.89,4.41,7.76,179.27,0.56
132,14.33,4.82,4.66,20.74,21.48,143.87,0.7
133,13.77,8.17,8.49,12.24,11.77,205.55,0.49
134,13.67,3.82,3.94,26.19,25.37,117.52,0.85
135,13.33,4.8,4.95,20.83,20.22,157.06,0.64
136,13.33,7.59,6.93,13.17,14.43,143.96,0.69
137,13.05,9.01,4.25,11.1,23.55,161.63,0.62
138,13.04,4.16,4.85,24.05,20.6,145.9,0.69
139,13,2.95,2.88,33.87,34.77,120.95,0.83
140,13,3.95,4.82,25.29,20.74,111.76,0.89
141,12.81,7.81,8.38,12.81,11.93,199.64,0.5
142,12.59,3.05,3.83,32.74,26.12,99.7,1
143,12.22,4.04,7.62,24.77,13.12,136.71,0.73
144,12.1,3.81,3.87,26.25,25.82,100.88,0.99
145,12,6.55,6.43,15.28,15.55,168.71,0.59
146,11.8,4.14,6.64,24.18,15.07,224.09,0.45
147,11.7,2.69,3.31,37.17,30.24,108.83,0.92
148,11.56,3.16,3.51,31.61,28.49,91.57,1.09
149,11.54,6.9,5.68,14.5,17.59,148.39,0.67
150,11.53,8.43,5.3,11.87,18.88,120.03,0.83
151,11.52,2.22,2.71,45.09,36.85,91.22,1.1
152,11.16,6.3,7.17,15.88,13.95,124.84,0.8
153,11.11,4.44,4.16,22.53,24.04,185.44,0.54
154,11.04,6.62,7.73,15.1,12.93,184.27,0.54
155,10.75,7.72,7.48,12.95,13.36,189.22,0.53
156,10.71,3.89,4.08,25.72,24.51,107.54,0.93
157,10.33,4.67,4.46,21.43,22.41,75.11,1.33
158,10.32,3.91,4.11,25.61,24.31,75.01,1.33
159,10.31,10.18,9.51,9.83,10.52,88.66,1.13
160,10.23,4.51,5.35,22.19,18.71,208.58,0.48
161,10.22,5.44,5.6,18.38,17.86,102.61,0.97
162,10,5.09,4.58,19.64,21.83,72.72,1.38
163,9.96,3.18,3.58,31.49,27.9,123.35,0.81
164,9.45,3.38,4.31,29.62,23.21,68.71,1.46
165,9.42,7.12,7.27,14.04,13.76,165.75,0.6
166,9.38,3.32,4.04,30.11,24.77,59.61,1.68
167,9.26,4.46,4.5,22.43,22.22,61.62,1.62
168,9.25,5.44,4.82,18.4,20.75,79.52,1.26
169,8.77,6.75,5.97,14.81,16.74,81.59,1.23
170,8.54,7.57,6.13,13.2,16.3,87.34,1.14
171,8.46,3.76,4.58,26.63,21.83,61.49,1.63
172,8.44,2.68,3.67,37.33,27.25,61.22,1.63
173,8.38,3.44,4.04,29.1,24.75,60.9,1.64
174,8.12,4.64,5.31,21.53,18.84,74.43,1.34
175,8.01,6.11,6.6,16.37,15.15,58.27,1.72
176,7.86,8.24,6.33,12.14,15.8,62.22,1.61
177,7.34,3.2,5.24,31.28,19.08,51.11,1.96
178,7.15,4.58,4.86,21.84,20.57,51.97,1.92
179,6.99,4.75,5.85,21.07,17.1,42.42,2.36
180,6.97,4.02,4.45,24.89,22.49,49.42,2.02
181,6.75,5.15,4.49,19.4,22.25,49.83,2.01
182,6.73,5.77,5.18,17.34,19.3,51.12,1.96
183,6.72,4.95,5.02,20.19,19.93,42.12,2.37
184,6.71,6.09,4.17,16.41,24.01,53.16,1.88
185,6.4,6.73,6.01,14.87,16.65,55.04,1.82
186,6.35,7.91,11.45,12.64,8.73,86.52,1.16
187,6.31,5.84,6.33,17.11,15.81,48.29,2.07
188,6.25,6.07,4.54,16.47,22.05,53.73,1.86
189,6.2,4.23,4.17,23.66,24.01,37.8,2.65
190,6.19,6.46,7.21,15.48,13.87,81.79,1.22
191,5.97,7.89,6.89,12.67,14.51,59.9,1.67
192,5.92,7.44,5.92,13.44,16.9,46.87,2.13
193,5.77,10.85,12.98,9.21,7.7,96.31,1.04
194,5.65,6.36,6.63,15.71,15.08,74.65,1.34
195,5.5,6.8,8.85,14.71,11.3,43.54,2.3
196,5.27,5.98,6.32,16.73,15.81,40.59,2.46
197,5.08,5.58,6.47,17.93,15.45,36.64,2.73
198,4.78,5,5.55,20,18.01,34.73,2.88
199,4.21,9.62,10.12,10.4,9.88,39.16,2.55
200,4.05,6.48,7.89,15.44,12.68,34.8,2.87
201,3.47,11.83,10.51,8.46,9.51,35.52,2.82
202,3.21,8.94,8.31,11.19,12.04,34.64,2.89
203,3.11,6.1,5.15,16.39,19.4,22.59,4.43
204,3.01,9.39,10.25,10.65,9.75,27.98,3.57
205,2.16,11.76,13.35,8.51,7.49,16.42,6.09
