,0,1,2,3,4,5,6
169,9.02,6.32,6.47,15.83,15.47,58.63,1.71
170,8.98,6.19,6.57,16.15,15.22,97.11,1.03
171,8.8,5.5,5.87,18.2,17.05,79.85,1.25
172,8.68,4.35,4.38,23.01,22.82,52.71,1.9
173,8.67,5.3,5.7,18.87,17.53,59.54,1.68
174,8.57,3.06,3.28,32.69,30.53,51.22,1.95
175,8.51,4.5,5.49,22.24,18.21,62.4,1.6
176,8.43,4.37,4.52,22.9,22.14,66.25,1.51
177,8.43,5.67,5.91,17.65,16.91,61.04,1.64
178,8.07,5.36,6.33,18.65,15.79,106.92,0.94
179,8.06,4.49,5.12,22.27,19.52,54.56,1.83
180,7.74,8.63,9.78,11.59,10.22,89.64,1.12
181,7.73,3.72,4.54,26.89,22.01,46.48,2.15
182,7.68,6.99,6.05,14.31,16.54,102.39,0.98
183,7.38,4.09,3.91,24.45,25.57,53.6,1.87
184,7.36,4.51,4.78,22.15,20.92,49.5,2.02
185,7.13,3.82,4.07,26.18,24.54,45.62,2.19
186,7.07,5.96,6.22,16.77,16.07,58.05,1.72
187,7.06,11.93,16.1,8.38,6.21,96.62,1.03
188,6.91,9.47,7,10.55,14.29,51.1,1.96
189,6.67,4.68,4.87,21.37,20.53,54.89,1.82
190,6.58,6.78,6.34,14.76,15.78,43.16,2.32
191,6.28,5.74,6.45,17.42,15.51,51.47,1.94
192,6.21,7.37,6.48,13.57,15.43,77.18,1.3
193,6.14,5.43,6,18.42,16.68,40.86,2.45
194,5.87,6.26,6.64,15.98,15.07,41,2.44
195,5.85,4.74,5.3,21.08,18.87,39.23,2.55
196,5.7,10.41,12.65,9.61,7.9,49.06,2.04
197,5.54,8.02,8.73,12.46,11.45,51.65,1.94
198,5.43,10.63,10.98,9.4,9.1,40.91,2.44
199,4.74,7.09,6.93,14.11,14.43,37.61,2.66
200,3.37,11.04,12.51,9.06,7.99,24.74,4.04
201,3.34,9.68,10.2,10.33,9.81,37.17,2.69
202,3.33,8.21,14.46,12.17,6.92,28.19,3.55
203,2.78,7.02,8.17,14.25,12.23,20.47,4.89
