,0,1,2,3,4,5,6
65,9.51,6.23,6.02,16.05,16.62,73.29,1.36
66,9.45,5.08,4.56,19.69,21.95,76.29,1.31
67,9.41,2.6,3.33,38.46,29.99,65.03,1.54
68,9.33,14.51,7.86,6.89,12.73,159.98,0.63
69,9.26,9.42,10.08,10.62,9.92,246.67,0.41
70,9.17,3.49,3.81,28.69,26.26,63.91,1.56
71,9.1,2.53,4.42,39.55,22.61,63.89,1.57
72,9,5.59,7.14,17.9,14.01,124.13,0.81
73,8.98,8.78,8.9,11.39,11.23,113.67,0.88
74,8.95,4.62,4.77,21.65,20.98,186.31,0.54
75,8.58,7.28,6.9,13.73,14.48,85.57,1.17
76,8.41,5.84,6.49,17.13,15.4,62.51,1.6
77,8.34,4.06,3.28,24.64,30.47,50.36,1.99
78,8.04,5.01,4.68,19.97,21.37,63.97,1.56
79,8.04,8.05,9.19,12.43,10.88,93.07,1.07
80,7.95,7.39,7.18,13.53,13.93,81.47,1.23
81,7.83,3.61,4.4,27.68,22.72,49.2,2.03
82,7.75,4.84,4.7,20.66,21.25,48.42,2.07
83,7.74,4.7,5.16,21.26,19.39,57.65,1.73
84,7.44,5.15,5.46,19.42,18.3,64.46,1.55
85,7.42,4.62,4.99,21.66,20.03,52.74,1.9
86,7.15,7.72,7.22,12.96,13.86,69.6,1.44
87,7.07,4.96,4.7,20.17,21.27,62.7,1.59
88,7.05,3.61,3.6,27.69,27.78,42.72,2.34
89,6.92,10.7,8.82,9.34,11.34,69.5,1.44
90,6.88,8.78,8.63,11.38,11.59,95.39,1.05
91,6.86,5.81,6.93,17.2,14.43,90.4,1.11
92,6.78,6.72,5.43,14.89,18.42,54.93,1.82
93,6.59,17.55,14.82,5.7,6.75,140.56,0.71
94,6.47,6.36,5.32,15.72,18.8,80.58,1.24
95,6.37,4.5,4.73,22.2,21.13,44.5,2.25
96,6.08,5.72,5.83,17.48,17.16,46.27,2.16
97,5.98,5.49,6.09,18.21,16.43,43.19,2.32
98,5.74,5.87,5.69,17.05,17.58,43.33,2.31
99,5.72,9.71,6.49,10.3,15.4,45.36,2.2
100,5.6,4.51,4.78,22.17,20.91,37.98,2.63
101,5.57,5.54,6.06,18.05,16.51,38.7,2.58
102,5.47,5.55,7.52,18.03,13.3,60.48,1.65
103,5.3,6.77,7.89,14.78,12.67,44.44,2.25
104,5.26,8.75,10.38,11.43,9.63,45.48,2.2
105,5.1,5.2,6.8,19.24,14.7,41.82,2.39
106,4.83,17.43,13.52,5.74,7.4,47.01,2.13
107,4.54,33.49,17.58,2.99,5.69,71.69,1.39
108,3.87,9.15,15.66,10.93,6.39,55.16,1.81
109,3.45,9.13,9.03,10.95,11.08,36.95,2.71
110,3.25,6.63,6.24,15.08,16.01,24.29,4.12
111,3.22,26.12,30.07,3.83,3.33,37.49,2.67
112,2.95,11.18,12.46,8.94,8.02,26.71,3.74
113,2.43,11.01,12.58,9.08,7.95,17.99,5.56
114,2.04,59.59,27.83,1.68,3.59,34.95,2.86
115,42.41,3.51,1,28.48,100,596.27,0.17
116,32.31,5.32,1.79,18.8,55.85,450.31,0.22
117,29.11,3.94,4.31,25.4,23.2,317.54,0.31
118,27.06,3.02,3.17,33.16,31.51,174.02,0.57
119,26.13,2.89,3.22,34.57,31.02,226.14,0.44
120,23.03,2.33,12.19,42.97,8.2,297.87,0.34
121,22.59,3.83,4.22,26.11,23.7,142.16,0.7
122,21.28,1.97,2.71,50.73,36.83,253.71,0.39
123,20.63,5.04,5.62,19.86,17.8,440.04,0.23
124,20.41,11.56,13.25,8.65,7.54,503.91,0.2
125,20.19,8.64,7.65,11.58,13.07,296.96,0.34
126,19.28,5.61,5.8,17.81,17.25,279.29,0.36
127,19.07,4.73,3.85,21.12,26.01,166.13,0.6
128,18.79,5.77,5.2,17.32,19.22,200.47,0.5
129,18.78,3.65,3.31,27.42,30.2,220.91,0.45
130,18.61,3.17,4.37,31.56,22.89,151.12,0.66
131,18.57,12.83,11.76,7.79,8.51,237.63,0.42
132,18.3,3.96,6,25.23,16.67,155.77,0.64
133,18.24,9.16,6.35,10.92,15.74,214.1,0.47
134,17.78,5.59,6.85,17.9,14.6,237.72,0.42
135,17.73,5.35,5.58,18.71,17.92,271.29,0.37
136,17.57,5.47,4.41,18.28,22.69,155.11,0.64
137,17.33,1.59,2.53,63.02,39.52,105.33,0.95
138,16.86,3.05,3.33,32.84,30.04,160.94,0.62
139,16.81,4.71,5.13,21.24,19.47,556.65,0.18
140,16.59,8.74,11.19,11.44,8.94,190.52,0.52
141,16.18,3.64,3.73,27.49,26.81,172.64,0.58
142,16.03,3.06,3.23,32.65,30.95,185.22,0.54
143,15.95,5.67,6.25,17.62,16,301.69,0.33
144,14.96,4.44,4.59,22.5,21.8,178.83,0.56
145,14.82,4.72,5.34,21.2,18.73,172.1,0.58
146,14.76,3.78,5.37,26.43,18.62,146.24,0.68
147,14.67,7.1,6.49,14.09,15.4,211.44,0.47
148,14.23,5.32,5.3,18.79,18.87,191.96,0.52
149,13.92,3.23,3.53,30.97,28.31,212.14,0.47
150,13.86,4.84,5.14,20.66,19.45,273.89,0.37
151,13.38,8.91,3.56,11.22,28.06,138.22,0.72
152,13.37,2.87,3.23,34.89,30.99,121.41,0.82
153,13.24,4.81,4.83,20.8,20.71,130.21,0.77
154,12.91,4.04,4.06,24.76,24.61,94.66,1.06
155,12.83,3.6,3.73,27.74,26.82,92.6,1.08
156,12.71,3.84,5.64,26.03,17.74,91.93,1.09
157,12.7,8.54,7.49,11.71,13.35,129.67,0.77
158,12.4,3.98,3.68,25.13,27.2,132.73,0.75
159,12.39,6.71,3.72,14.91,26.87,197.99,0.51
160,12.15,2.83,3.55,35.38,28.18,98.44,1.02
161,11.97,2.98,3.25,33.55,30.81,114.57,0.87
162,11.74,3.4,3.41,29.45,29.37,93.91,1.06
163,11.6,5.85,6.47,17.09,15.46,125.44,0.8
164,11.37,4.43,4.79,22.56,20.86,94.62,1.06
165,11.35,3.19,4.14,31.31,24.15,86.32,1.16
166,11.35,6.87,7.45,14.56,13.42,164.92,0.61
167,11.12,5.34,6.54,18.73,15.29,118.19,0.85
168,11.09,7.36,8.22,13.59,12.17,129.33,0.77
169,11.09,3.91,3.98,25.58,25.13,92.12,1.09
170,11.04,4.26,3.87,23.46,25.85,197.32,0.51
171,10.45,3.71,4.36,26.97,22.92,73.57,1.36
172,10.43,4.03,4.56,24.81,21.95,74.09,1.35
173,10.32,2.83,3.91,35.33,25.61,73.05,1.37
174,10.3,4.71,9,21.25,11.12,165.07,0.61
175,10.19,4.77,5.31,20.95,18.82,69.39,1.44
176,10.16,3.34,3.94,29.9,25.36,126.43,0.79
177,9.87,5.44,5.81,18.38,17.22,101.23,0.99
178,9.73,10.95,8.24,9.13,12.14,83.19,1.2
179,9.63,3.91,4.25,25.57,23.51,101.62,0.98
180,9.51,6.23,6.02,16.05,16.62,73.29,1.36
181,9.45,5.08,4.56,19.69,21.95,76.29,1.31
182,9.41,2.6,3.33,38.46,29.99,65.03,1.54
183,9.33,14.51,7.86,6.89,12.73,159.98,0.63
184,9.26,9.42,10.08,10.62,9.92,246.67,0.41
185,9.17,3.49,3.81,28.69,26.26,63.91,1.56
186,9.1,2.53,4.42,39.55,22.61,63.89,1.57
187,9,5.59,7.14,17.9,14.01,124.13,0.81
188,8.98,8.78,8.9,11.39,11.23,113.67,0.88
189,8.95,4.62,4.77,21.65,20.98,186.31,0.54
190,8.58,7.28,6.9,13.73,14.48,85.57,1.17
191,8.41,5.84,6.49,17.13,15.4,62.51,1.6
192,8.34,4.06,3.28,24.64,30.47,50.36,1.99
193,8.04,5.01,4.68,19.97,21.37,63.97,1.56
194,8.04,8.05,9.19,12.43,10.88,93.07,1.07
195,7.95,7.39,7.18,13.53,13.93,81.47,1.23
196,7.83,3.61,4.4,27.68,22.72,49.2,2.03
197,7.75,4.84,4.7,20.66,21.25,48.42,2.07
198,7.74,4.7,5.16,21.26,19.39,57.65,1.73
199,7.44,5.15,5.46,19.42,18.3,64.46,1.55
200,7.42,4.62,4.99,21.66,20.03,52.74,1.9
201,7.15,7.72,7.22,12.96,13.86,69.6,1.44
202,7.07,4.96,4.7,20.17,21.27,62.7,1.59
203,7.05,3.61,3.6,27.69,27.78,42.72,2.34
204,6.92,10.7,8.82,9.34,11.34,69.5,1.44
205,6.88,8.78,8.63,11.38,11.59,95.39,1.05
206,6.86,5.81,6.93,17.2,14.43,90.4,1.11
207,6.78,6.72,5.43,14.89,18.42,54.93,1.82
208,6.59,17.55,14.82,5.7,6.75,140.56,0.71
209,6.47,6.36,5.32,15.72,18.8,80.58,1.24
210,6.37,4.5,4.73,22.2,21.13,44.5,2.25
211,6.08,5.72,5.83,17.48,17.16,46.27,2.16
212,5.98,5.49,6.09,18.21,16.43,43.19,2.32
213,5.74,5.87,5.69,17.05,17.58,43.33,2.31
214,5.72,9.71,6.49,10.3,15.4,45.36,2.2
215,5.6,4.51,4.78,22.17,20.91,37.98,2.63
216,5.57,5.54,6.06,18.05,16.51,38.7,2.58
217,5.47,5.55,7.52,18.03,13.3,60.48,1.65
218,5.3,6.77,7.89,14.78,12.67,44.44,2.25
219,5.26,8.75,10.38,11.43,9.63,45.48,2.2
220,5.1,5.2,6.8,19.24,14.7,41.82,2.39
221,4.83,17.43,13.52,5.74,7.4,47.01,2.13
222,4.54,33.49,17.58,2.99,5.69,71.69,1.39
223,3.87,9.15,15.66,10.93,6.39,55.16,1.81
224,3.45,9.13,9.03,10.95,11.08,36.95,2.71
225,3.25,6.63,6.24,15.08,16.01,24.29,4.12
226,3.22,26.12,30.07,3.83,3.33,37.49,2.67
227,2.95,11.18,12.46,8.94,8.02,26.71,3.74
228,2.43,11.01,12.58,9.08,7.95,17.99,5.56
229,2.04,59.59,27.83,1.68,3.59,34.95,2.86
